onset	duration	trial_type	stim_file	response_type	response_time
37.210	n/a	movement_start	n/a	left_hand	n/a
47.252	n/a	movement_start	n/a	left_hand	n/a
54.596	n/a	movement_start	n/a	left_hand	n/a
69.936	n/a	movement_start	n/a	left_hand	n/a
80.028	n/a	movement_start	n/a	left_hand	n/a
96.016	n/a	movement_start	n/a	left_hand	n/a
112.406	n/a	movement_start	n/a	left_hand	n/a
129.194	n/a	movement_start	n/a	left_hand	n/a
142.936	n/a	movement_start	n/a	left_hand	n/a
154.930	n/a	movement_start	n/a	left_hand	n/a
168.422	n/a	movement_start	n/a	left_hand	n/a
177.314	n/a	movement_start	n/a	left_hand	n/a
189.008	n/a	movement_start	n/a	left_hand	n/a
203.046	n/a	movement_start	n/a	left_hand	n/a
228.476	n/a	movement_start	n/a	left_hand	n/a
240.818	n/a	movement_start	n/a	left_hand	n/a
253.556	n/a	movement_start	n/a	left_hand	n/a
268.246	n/a	movement_start	n/a	left_hand	n/a
284.488	n/a	movement_start	n/a	left_hand	n/a
309.668	n/a	movement_start	n/a	left_hand	n/a
320.162	n/a	movement_start	n/a	left_hand	n/a
330.804	n/a	movement_start	n/a	left_hand	n/a
348.188	n/a	movement_start	n/a	left_hand	n/a
372.924	n/a	movement_start	n/a	left_hand	n/a
383.766	n/a	movement_start	n/a	left_hand	n/a
392.708	n/a	movement_start	n/a	left_hand	n/a
402.052	n/a	movement_start	n/a	left_hand	n/a
