onset	duration	trial_type	stim_file	response_type	response_time
11.886	n/a	movement_start	n/a	right_hand	n/a
16.848	n/a	movement_start	n/a	right_hand	n/a
27.528	n/a	movement_start	n/a	right_hand	n/a
37.098	n/a	movement_start	n/a	right_hand	n/a
49.584	n/a	movement_start	n/a	right_hand	n/a
59.510	n/a	movement_start	n/a	right_hand	n/a
69.534	n/a	movement_start	n/a	right_hand	n/a
81.118	n/a	movement_start	n/a	right_hand	n/a
93.450	n/a	movement_start	n/a	right_hand	n/a
103.730	n/a	movement_start	n/a	right_hand	n/a
112.152	n/a	movement_start	n/a	right_hand	n/a
122.628	n/a	movement_start	n/a	right_hand	n/a
135.612	n/a	movement_start	n/a	right_hand	n/a
147.344	n/a	movement_start	n/a	right_hand	n/a
165.744	n/a	movement_start	n/a	right_hand	n/a
176.820	n/a	movement_start	n/a	right_hand	n/a
189.756	n/a	movement_start	n/a	right_hand	n/a
200.436	n/a	movement_start	n/a	right_hand	n/a
211.414	n/a	movement_start	n/a	right_hand	n/a
222.844	n/a	movement_start	n/a	right_hand	n/a
237.184	n/a	movement_start	n/a	right_hand	n/a
260.146	n/a	movement_start	n/a	right_hand	n/a
270.876	n/a	movement_start	n/a	right_hand	n/a
282.056	n/a	movement_start	n/a	right_hand	n/a
294.540	n/a	movement_start	n/a	right_hand	n/a
305.972	n/a	movement_start	n/a	right_hand	n/a
314.896	n/a	movement_start	n/a	right_hand	n/a
325.524	n/a	movement_start	n/a	right_hand	n/a
345.132	n/a	movement_start	n/a	right_hand	n/a
361.928	n/a	movement_start	n/a	right_hand	n/a
376.770	n/a	movement_start	n/a	right_hand	n/a
386.494	n/a	movement_start	n/a	right_hand	n/a
396.522	n/a	movement_start	n/a	right_hand	n/a
409.508	n/a	movement_start	n/a	right_hand	n/a
420.488	n/a	movement_start	n/a	right_hand	n/a
434.576	n/a	movement_start	n/a	right_hand	n/a
447.162	n/a	movement_start	n/a	right_hand	n/a
459.498	n/a	movement_start	n/a	right_hand	n/a
473.990	n/a	movement_start	n/a	right_hand	n/a
485.520	n/a	movement_start	n/a	right_hand	n/a
502.570	n/a	movement_start	n/a	right_hand	n/a
517.812	n/a	movement_start	n/a	right_hand	n/a
520.172	n/a	movement_start	n/a	right_hand	n/a
532.756	n/a	movement_start	n/a	right_hand	n/a
546.244	n/a	movement_start	n/a	right_hand	n/a
556.372	n/a	movement_start	n/a	right_hand	n/a
579.786	n/a	movement_start	n/a	right_hand	n/a
593.074	n/a	movement_start	n/a	right_hand	n/a
605.710	n/a	movement_start	n/a	right_hand	n/a
621.754	n/a	movement_start	n/a	right_hand	n/a
634.392	n/a	movement_start	n/a	right_hand	n/a
659.816	n/a	movement_start	n/a	right_hand	n/a
673.752	n/a	movement_start	n/a	right_hand	n/a
690.302	n/a	movement_start	n/a	right_hand	n/a
700.382	n/a	movement_start	n/a	right_hand	n/a
710.258	n/a	movement_start	n/a	right_hand	n/a
723.596	n/a	movement_start	n/a	right_hand	n/a
737.638	n/a	movement_start	n/a	right_hand	n/a
750.678	n/a	movement_start	n/a	right_hand	n/a
777.004	n/a	movement_start	n/a	right_hand	n/a
791.596	n/a	movement_start	n/a	right_hand	n/a
