onset	duration	trial_type	stim_file	response_type	response_time
38.282	1	stimulus_on	MiDoSo.wav	n/a	n/a
51.470	1	stimulus_on	DoSoMi.wav	n/a	n/a
61.534	1	stimulus_on	DoMiSo.wav	n/a	n/a
71.614	1	stimulus_on	SoMiDo.wav	n/a	n/a
81.710	1	stimulus_on	DoSoMi.wav	n/a	n/a
91.822	1	stimulus_on	DoMiSo.wav	n/a	n/a
101.920	1	stimulus_on	SoMiDo.wav	n/a	n/a
112.000	1	stimulus_on	MiDoSo.wav	n/a	n/a
122.078	1	stimulus_on	DoSoMi.wav	n/a	n/a
132.176	1	stimulus_on	DoMiSo.wav	n/a	n/a
142.272	1	stimulus_on	DoMiSo.wav	n/a	n/a
152.370	1	stimulus_on	SoMiDo.wav	n/a	n/a
162.454	1	stimulus_on	MiDoSo.wav	n/a	n/a
172.516	1	stimulus_on	MiDoSo.wav	n/a	n/a
182.616	1	stimulus_on	MiDoSo.wav	n/a	n/a
192.712	1	stimulus_on	DoSoMi.wav	n/a	n/a
202.808	1	stimulus_on	MiDoSo.wav	n/a	n/a
212.874	1	stimulus_on	MiDoSo.wav	n/a	n/a
222.956	1	stimulus_on	DoSoMi.wav	n/a	n/a
233.050	1	stimulus_on	DoSoMi.wav	n/a	n/a
243.168	1	stimulus_on	DoMiSo.wav	n/a	n/a
253.232	1	stimulus_on	SoMiDo.wav	n/a	n/a
263.312	1	stimulus_on	DoSoMi.wav	n/a	n/a
273.410	1	stimulus_on	DoMiSo.wav	n/a	n/a
283.510	1	stimulus_on	SoMiDo.wav	n/a	n/a
293.592	1	stimulus_on	DoSoMi.wav	n/a	n/a
303.688	1	stimulus_on	DoSoMi.wav	n/a	n/a
313.772	1	stimulus_on	DoMiSo.wav	n/a	n/a
323.854	1	stimulus_on	SoMiDo.wav	n/a	n/a
333.916	1	stimulus_on	MiDoSo.wav	n/a	n/a
343.998	1	stimulus_on	SoMiDo.wav	n/a	n/a
354.098	1	stimulus_on	MiDoSo.wav	n/a	n/a
364.194	1	stimulus_on	DoSoMi.wav	n/a	n/a
374.278	1	stimulus_on	DoMiSo.wav	n/a	n/a
384.342	1	stimulus_on	DoMiSo.wav	n/a	n/a
394.408	1	stimulus_on	SoMiDo.wav	n/a	n/a
404.488	1	stimulus_on	MiDoSo.wav	n/a	n/a
414.552	1	stimulus_on	SoMiDo.wav	n/a	n/a
424.650	1	stimulus_on	DoMiSo.wav	n/a	n/a
434.766	1	stimulus_on	SoMiDo.wav	n/a	n/a
