onset	duration	trial_type	stim_file	response_type	response_time
45.136	n/a	movement_start	n/a	right_button	n/a
123.532	n/a	movement_start	n/a	right_button	n/a
135.768	n/a	movement_start	n/a	right_button	n/a
156.984	n/a	movement_start	n/a	left_button	n/a
177.648	n/a	movement_start	n/a	left_button	n/a
192.394	n/a	movement_start	n/a	right_button	n/a
204.484	n/a	movement_start	n/a	right_button	n/a
215.016	n/a	movement_start	n/a	right_button	n/a
223.396	n/a	movement_start	n/a	right_button	n/a
233.776	n/a	movement_start	n/a	right_button	n/a
249.228	n/a	movement_start	n/a	right_button	n/a
261.968	n/a	movement_start	n/a	left_button	n/a
270.146	n/a	movement_start	n/a	right_button	n/a
280.326	n/a	movement_start	n/a	right_button	n/a
292.416	n/a	movement_start	n/a	right_button	n/a
307.812	n/a	movement_start	n/a	right_button	n/a
319.652	n/a	movement_start	n/a	right_button	n/a
333.246	n/a	movement_start	n/a	right_button	n/a
343.378	n/a	movement_start	n/a	right_button	n/a
354.664	n/a	movement_start	n/a	right_button	n/a
370.162	n/a	movement_start	n/a	right_button	n/a
384.004	n/a	movement_start	n/a	right_button	n/a
396.946	n/a	movement_start	n/a	right_button	n/a
406.426	n/a	movement_start	n/a	right_button	n/a
419.718	n/a	movement_start	n/a	right_button	n/a
430.654	n/a	movement_start	n/a	right_button	n/a
439.730	n/a	movement_start	n/a	left_button	n/a
453.624	n/a	movement_start	n/a	right_button	n/a
465.060	n/a	movement_start	n/a	right_button	n/a
479.708	n/a	movement_start	n/a	right_button	n/a
493.198	n/a	movement_start	n/a	left_button	n/a
499.366	n/a	movement_start	n/a	right_button	n/a
509.854	n/a	movement_start	n/a	right_button	n/a
522.140	n/a	movement_start	n/a	right_button	n/a
539.346	n/a	movement_start	n/a	right_button	n/a
550.882	n/a	movement_start	n/a	right_button	n/a
559.860	n/a	movement_start	n/a	right_button	n/a
566.984	n/a	movement_start	n/a	right_button	n/a
581.180	n/a	movement_start	n/a	right_button	n/a
596.880	n/a	movement_start	n/a	right_button	n/a
605.010	n/a	movement_start	n/a	right_button	n/a
625.374	n/a	movement_start	n/a	left_button	n/a
632.898	n/a	movement_start	n/a	right_button	n/a
642.630	n/a	movement_start	n/a	right_button	n/a
653.766	n/a	movement_start	n/a	right_button	n/a
672.074	n/a	movement_start	n/a	right_button	n/a
689.026	n/a	movement_start	n/a	right_button	n/a
697.658	n/a	movement_start	n/a	right_button	n/a
708.594	n/a	movement_start	n/a	right_button	n/a
720.834	n/a	movement_start	n/a	right_button	n/a
731.620	n/a	movement_start	n/a	right_button	n/a
740.448	n/a	movement_start	n/a	right_button	n/a
766.230	n/a	movement_start	n/a	right_button	n/a
787.602	n/a	movement_start	n/a	right_button	n/a
799.038	n/a	movement_start	n/a	right_button	n/a
809.574	n/a	movement_start	n/a	right_button	n/a
821.212	n/a	movement_start	n/a	right_button	n/a
837.416	n/a	movement_start	n/a	right_button	n/a
850.410	n/a	movement_start	n/a	right_button	n/a
860.998	n/a	movement_start	n/a	right_button	n/a
880.010	n/a	movement_start	n/a	left_button	n/a
895.010	n/a	movement_start	n/a	right_button	n/a
911.214	n/a	movement_start	n/a	right_button	n/a
914.470	n/a	movement_start	n/a	right_button	n/a
923.502	n/a	movement_start	n/a	right_button	n/a
934.236	n/a	movement_start	n/a	right_button	n/a
957.010	n/a	movement_start	n/a	left_button	n/a
969.300	n/a	movement_start	n/a	right_button	n/a
978.580	n/a	movement_start	n/a	left_button	n/a
991.372	n/a	movement_start	n/a	right_button	n/a
1001.706	n/a	movement_start	n/a	right_button	n/a
1026.434	n/a	movement_start	n/a	right_button	n/a
1038.476	n/a	movement_start	n/a	right_button	n/a
1065.918	n/a	movement_start	n/a	right_button	n/a
1080.314	n/a	movement_start	n/a	left_button	n/a
1093.058	n/a	movement_start	n/a	right_button	n/a
1104.996	n/a	movement_start	n/a	right_button	n/a
1114.128	n/a	movement_start	n/a	right_button	n/a
1126.918	n/a	movement_start	n/a	right_button	n/a
1138.806	n/a	movement_start	n/a	right_button	n/a
1153.654	n/a	movement_start	n/a	right_button	n/a
1161.680	n/a	movement_start	n/a	left_button	n/a
1179.588	n/a	movement_start	n/a	right_button	n/a
1220.426	n/a	movement_start	n/a	right_button	n/a
1230.662	n/a	movement_start	n/a	right_button	n/a
1242.048	n/a	movement_start	n/a	right_button	n/a
1262.620	n/a	movement_start	n/a	left_button	n/a
1287.452	n/a	movement_start	n/a	right_button	n/a
1295.830	n/a	movement_start	n/a	right_button	n/a
1307.370	n/a	movement_start	n/a	right_button	n/a
1320.416	n/a	movement_start	n/a	left_button	n/a
1331.252	n/a	movement_start	n/a	right_button	n/a
1341.184	n/a	movement_start	n/a	right_button	n/a
1351.520	n/a	movement_start	n/a	left_button	n/a
1363.560	n/a	movement_start	n/a	right_button	n/a
1371.938	n/a	movement_start	n/a	left_button	n/a
1386.436	n/a	movement_start	n/a	right_button	n/a
1400.686	n/a	movement_start	n/a	right_button	n/a
1409.262	n/a	movement_start	n/a	right_button	n/a
1418.794	n/a	movement_start	n/a	left_button	n/a
1432.994	n/a	movement_start	n/a	right_button	n/a
1443.126	n/a	movement_start	n/a	right_button	n/a
1452.808	n/a	movement_start	n/a	left_button	n/a
1462.290	n/a	movement_start	n/a	right_button	n/a
1476.238	n/a	movement_start	n/a	right_button	n/a
1486.070	n/a	movement_start	n/a	left_button	n/a
1499.366	n/a	movement_start	n/a	left_button	n/a
1511.656	n/a	movement_start	n/a	right_button	n/a
