subject	session	task	run	n_samples	missing_samples	missing_pct	interpolated_samples	interpolated_pct	missing_reason	loss_rate	loss_event_count	loss_gap_len_mean	loss_gap_len_median	loss_gap_len_std	loss_gap_len_cv	loss_gap_len_p90	loss_gap_len_max	contig_run_len_mean	contig_run_len_std	contig_run_len_cv
sub-monkeyb	ses-day394	reaching	run-02	915381	2585	0.28	2585	0.28	occasional packet loss due to varying wireless conditions	0.002824	1513	1.709	2.000	0.698	0.408	2.000	6	602.904	572.737	0.950
sub-monkeyb	ses-day402	rest	run-01	202830	1112	0.55	1112	0.55	occasional packet loss due to varying wireless conditions	0.005482	589	1.888	2.000	0.639	0.339	2.000	6	341.895	492.191	1.440
sub-monkeyb	ses-day402	reaching	run-01	317665	1186	0.37	1186	0.37	occasional packet loss due to varying wireless conditions	0.003733	680	1.744	2.000	0.749	0.429	2.000	16	464.727	438.826	0.944
sub-monkeyb	ses-day402	reaching	run-02	792276	2492	0.31	2492	0.31	occasional packet loss due to varying wireless conditions	0.003145	1474	1.691	2.000	0.510	0.301	2.000	4	535.447	540.490	1.009
sub-monkeyb	ses-day402	reaching	run-03	1032831	5595	0.54	5595	0.54	occasional packet loss due to varying wireless conditions	0.005417	3105	1.802	2.000	0.441	0.245	2.000	4	330.726	313.631	0.948
sub-monkeyb	ses-day406	rest	run-01	222535	863	0.39	863	0.39	occasional packet loss due to varying wireless conditions	0.003878	498	1.733	2.000	0.482	0.278	2.000	4	444.232	411.213	0.926
sub-monkeyb	ses-day406	listening	run-01	485011	1821	0.38	1821	0.38	occasional packet loss due to varying wireless conditions	0.003755	999	1.823	2.000	2.332	1.279	2.000	66	483.190	494.575	1.024
sub-monkeyb	ses-day406	listening	run-02	467271	3065	0.66	3065	0.66	occasional packet loss due to varying wireless conditions	0.006559	1574	1.947	2.000	1.821	0.935	2.000	70	294.734	361.681	1.227
sub-monkeyb	ses-day406	listening	run-03	472047	4008	0.85	4008	0.85	occasional packet loss due to varying wireless conditions	0.008491	2067	1.939	2.000	0.561	0.289	2.000	8	226.324	312.465	1.381
sub-monkeyb	ses-day406	listening	run-04	453403	2979	0.66	2979	0.66	occasional packet loss due to varying wireless conditions	0.006570	1568	1.900	2.000	0.591	0.311	2.000	6	287.077	391.772	1.365
sub-monkeyb	ses-day408	rest	run-01	222051	1096	0.49	1096	0.49	occasional packet loss due to varying wireless conditions	0.004936	604	1.815	2.000	0.655	0.361	2.000	4	365.215	365.248	1.000
sub-monkeyb	ses-day408	reaching	run-01	915771	3053	0.33	3053	0.33	occasional packet loss due to varying wireless conditions	0.003334	1833	1.666	2.000	0.579	0.347	2.000	6	497.665	471.028	0.946
sub-monkeyb	ses-day408	reaching	run-02	956227	3624	0.38	3624	0.38	occasional packet loss due to varying wireless conditions	0.003790	2059	1.760	2.000	0.608	0.346	2.000	10	462.429	446.158	0.965
sub-monkeyb	ses-day409	rest	run-01	184579	499	0.27	499	0.27	occasional packet loss due to varying wireless conditions	0.002703	318	1.569	2.000	0.588	0.375	2.000	6	577.053	516.525	0.895
sub-monkeyb	ses-day413	rest	run-01	191047	1271	0.67	1271	0.67	occasional packet loss due to varying wireless conditions	0.006653	642	1.980	2.000	0.689	0.348	2.000	6	295.142	409.628	1.388
sub-monkeyb	ses-day413	reaching	run-01	801642	3906	0.49	3906	0.49	occasional packet loss due to varying wireless conditions	0.004872	2098	1.862	2.000	0.630	0.338	2.000	6	380.055	433.260	1.140
sub-monkeyb	ses-day413	reaching	run-02	131113	2258	1.72	2258	1.72	occasional packet loss due to varying wireless conditions	0.017222	863	2.616	2.000	2.655	1.015	4.000	32	149.138	225.730	1.514
sub-monkeyb	ses-day413	reaching	run-03	844161	6452	0.76	6452	0.76	occasional packet loss due to varying wireless conditions	0.007643	3400	1.898	2.000	0.730	0.385	2.000	34	246.313	260.341	1.057
sub-monkeyb	ses-day420	rest	run-01	196977	946	0.48	946	0.48	occasional packet loss due to varying wireless conditions	0.004803	533	1.775	2.000	0.448	0.252	2.000	4	367.099	370.252	1.009
sub-monkeyb	ses-day420	reaching	run-01	803457	3298	0.41	3298	0.41	occasional packet loss due to varying wireless conditions	0.004105	1807	1.825	2.000	0.704	0.386	2.000	6	442.566	514.004	1.161
sub-monkeyb	ses-day420	reaching	run-02	1018271	9544	0.94	9544	0.94	occasional packet loss due to varying wireless conditions	0.009373	4760	2.005	2.000	0.700	0.349	2.000	8	211.873	288.314	1.361
sub-monkeyb	ses-day422	rest	run-01	194331	999	0.51	999	0.51	occasional packet loss due to varying wireless conditions	0.005141	541	1.847	2.000	0.558	0.302	2.000	6	356.701	353.293	0.990
sub-monkeyb	ses-day422	listening	run-01	456707	2813	0.62	2813	0.62	occasional packet loss due to varying wireless conditions	0.006159	1469	1.915	2.000	0.632	0.330	2.000	6	308.771	340.263	1.102
sub-monkeyb	ses-day422	listening	run-02	452405	1635	0.36	1635	0.36	occasional packet loss due to varying wireless conditions	0.003614	970	1.686	2.000	0.593	0.352	2.000	6	464.233	483.908	1.042
sub-monkeyb	ses-day422	listening	run-03	457233	1230	0.27	1230	0.27	occasional packet loss due to varying wireless conditions	0.002690	778	1.581	2.000	0.557	0.352	2.000	6	585.370	548.064	0.936
sub-monkeyb	ses-day422	listening	run-04	474833	3355	0.71	3355	0.71	occasional packet loss due to varying wireless conditions	0.007066	1778	1.887	2.000	0.552	0.293	2.000	8	265.024	292.980	1.105
sub-monkeyb	ses-day427	rest	run-01	212019	1025	0.48	1025	0.48	occasional packet loss due to varying wireless conditions	0.004834	582	1.761	2.000	0.450	0.255	2.000	4	361.911	417.116	1.153
sub-monkeyb	ses-day427	reaching	run-01	704763	6305	0.89	6305	0.89	occasional packet loss due to varying wireless conditions	0.008946	2901	2.173	2.000	1.236	0.569	4.000	16	240.682	289.685	1.204
sub-monkeyb	ses-day427	reaching	run-02	408887	1501	0.37	1501	0.37	occasional packet loss due to varying wireless conditions	0.003671	887	1.692	2.000	0.504	0.298	2.000	4	458.768	452.278	0.986
sub-monkeyb	ses-day427	reaching	run-03	932813	2011	0.22	2011	0.22	occasional packet loss due to varying wireless conditions	0.002156	1258	1.599	2.000	0.629	0.394	2.000	6	739.319	648.636	0.877
sub-monkeyb	ses-day434	rest	run-01	196987	751	0.38	751	0.38	occasional packet loss due to varying wireless conditions	0.003812	438	1.715	2.000	0.539	0.314	2.000	6	447.007	447.769	1.002
sub-monkeyb	ses-day434	reaching	run-01	1064303	3092	0.29	3092	0.29	occasional packet loss due to varying wireless conditions	0.002905	1812	1.706	2.000	0.648	0.379	2.000	6	585.334	620.695	1.060
sub-monkeyb	ses-day434	reaching	run-02	855151	1648	0.19	1648	0.19	occasional packet loss due to varying wireless conditions	0.001927	1064	1.549	1.000	0.663	0.428	2.000	6	801.411	693.848	0.866
sub-monkeyb	ses-day435	rest	run-01	203851	1236	0.61	1236	0.61	occasional packet loss due to varying wireless conditions	0.006063	679	1.820	2.000	0.417	0.229	2.000	4	297.963	289.931	0.973
sub-monkeyb	ses-day435	rest	run-02	197283	1340	0.68	1340	0.68	occasional packet loss due to varying wireless conditions	0.006792	689	1.945	2.000	2.409	1.239	2.000	64	283.975	281.563	0.992
sub-monkeyb	ses-day435	listening	run-01	476879	1886	0.40	1886	0.40	occasional packet loss due to varying wireless conditions	0.003955	1081	1.745	2.000	0.544	0.312	2.000	8	438.995	423.977	0.966
sub-monkeyb	ses-day435	listening	run-02	450099	1149	0.26	1149	0.26	occasional packet loss due to varying wireless conditions	0.002553	706	1.627	2.000	0.542	0.333	2.000	4	635.007	526.606	0.829
sub-monkeyb	ses-day435	listening	run-03	455529	1885	0.41	1885	0.41	occasional packet loss due to varying wireless conditions	0.004138	1031	1.828	2.000	0.739	0.404	2.000	8	439.578	432.701	0.984
sub-monkeyb	ses-day435	listening	run-04	465803	1860	0.40	1860	0.40	occasional packet loss due to varying wireless conditions	0.003993	1052	1.768	2.000	0.551	0.312	2.000	8	440.592	403.934	0.917
sub-monkeyb	ses-day437	rest	run-01	214825	1210	0.56	1210	0.56	occasional packet loss due to varying wireless conditions	0.005632	661	1.831	2.000	0.761	0.416	2.000	12	322.681	340.490	1.055
sub-monkeyb	ses-day441	rest	run-01	196221	578	0.29	578	0.29	occasional packet loss due to varying wireless conditions	0.002946	349	1.656	2.000	0.607	0.367	2.000	6	558.980	536.974	0.961
sub-monkeyb	ses-day441	reaching	run-01	924461	3408	0.37	3408	0.37	occasional packet loss due to varying wireless conditions	0.003686	1905	1.789	2.000	0.675	0.377	2.000	8	483.239	547.568	1.133
sub-monkeyb	ses-day441	reaching	run-02	811839	5558	0.68	5558	0.68	occasional packet loss due to varying wireless conditions	0.006846	2870	1.937	2.000	0.807	0.417	2.000	14	280.836	330.107	1.175
sub-monkeyb	ses-day444	rest	run-01	244057	1246	0.51	1246	0.51	occasional packet loss due to varying wireless conditions	0.005105	693	1.798	2.000	0.443	0.246	2.000	4	349.872	354.170	1.012
sub-monkeyb	ses-day448	rest	run-01	223357	1096	0.49	1096	0.49	occasional packet loss due to varying wireless conditions	0.004907	606	1.809	2.000	0.613	0.339	2.000	8	366.163	445.566	1.217
sub-monkeyb	ses-day448	reaching	run-01	884233	2316	0.26	2316	0.26	occasional packet loss due to varying wireless conditions	0.002619	1407	1.646	2.000	0.577	0.350	2.000	6	626.362	576.910	0.921
sub-monkeyb	ses-day448	reaching	run-02	781551	6110	0.78	6110	0.78	occasional packet loss due to varying wireless conditions	0.007818	3178	1.923	2.000	0.565	0.294	2.000	6	243.926	412.647	1.692
sub-monkeyb	ses-day450	rest	run-01	195869	573	0.29	573	0.29	occasional packet loss due to varying wireless conditions	0.002925	350	1.637	2.000	0.568	0.347	2.000	6	556.399	525.800	0.945
sub-monkeyb	ses-day450	listening	run-01	457125	1862	0.41	1862	0.41	occasional packet loss due to varying wireless conditions	0.004073	1084	1.718	2.000	0.482	0.280	2.000	4	419.597	399.019	0.951
sub-monkeyb	ses-day450	listening	run-02	452599	2060	0.46	2060	0.46	occasional packet loss due to varying wireless conditions	0.004551	1168	1.764	2.000	0.437	0.248	2.000	4	385.405	367.100	0.953
sub-monkeyb	ses-day450	listening	run-03	460843	3915	0.85	3915	0.85	occasional packet loss due to varying wireless conditions	0.008495	2069	1.892	2.000	0.451	0.238	2.000	6	220.738	220.239	0.998
sub-monkeyb	ses-day450	listening	run-04	466539	1657	0.36	1657	0.36	occasional packet loss due to varying wireless conditions	0.003552	927	1.787	2.000	0.680	0.381	2.000	4	500.950	510.618	1.019
sub-monkeyb	ses-day455	rest	run-01	196242	1138	0.58	1138	0.58	occasional packet loss due to varying wireless conditions	0.005799	596	1.909	2.000	0.644	0.337	2.000	4	326.807	332.797	1.018
sub-monkeyb	ses-day455	reaching	run-01	474645	1557	0.33	1557	0.33	occasional packet loss due to varying wireless conditions	0.003280	906	1.719	2.000	0.582	0.339	2.000	6	521.596	487.273	0.934
sub-monkeyb	ses-day455	reaching	run-02	628265	1559	0.25	1559	0.25	occasional packet loss due to varying wireless conditions	0.002481	965	1.616	2.000	0.599	0.371	2.000	6	648.764	542.289	0.836
sub-monkeyb	ses-day455	reaching	run-03	910447	3600	0.40	3600	0.40	occasional packet loss due to varying wireless conditions	0.003954	2011	1.790	2.000	0.709	0.396	2.000	14	450.719	445.217	0.988
sub-monkeyb	ses-day458	rest	run-01	235305	540	0.23	540	0.23	occasional packet loss due to varying wireless conditions	0.002295	335	1.612	2.000	0.505	0.314	2.000	4	698.705	562.973	0.806
sub-monkeyb	ses-day463	rest	run-01	192097	914	0.48	914	0.48	occasional packet loss due to varying wireless conditions	0.004758	520	1.758	2.000	0.503	0.286	2.000	4	366.954	411.201	1.121
sub-monkeyb	ses-day463	reaching	run-01	860067	4080	0.47	4080	0.47	occasional packet loss due to varying wireless conditions	0.004744	2289	1.782	2.000	0.481	0.270	2.000	10	373.793	364.618	0.975
sub-monkeyb	ses-day463	reaching	run-02	808639	2017	0.25	2017	0.25	occasional packet loss due to varying wireless conditions	0.002494	1295	1.558	2.000	0.588	0.377	2.000	10	622.394	528.720	0.849
sub-monkeyb	ses-day464	rest	run-01	215106	420	0.20	420	0.20	occasional packet loss due to varying wireless conditions	0.001953	276	1.522	2.000	0.500	0.328	2.000	2	775.040	668.015	0.862
sub-monkeyb	ses-day464	listening	run-01	449879	2978	0.66	2978	0.66	occasional packet loss due to varying wireless conditions	0.006620	1614	1.845	2.000	0.390	0.211	2.000	4	276.719	295.388	1.067
sub-monkeyb	ses-day464	listening	run-02	468340	2209	0.47	2209	0.47	occasional packet loss due to varying wireless conditions	0.004717	1241	1.780	2.000	0.489	0.275	2.000	6	375.307	350.813	0.935
sub-monkeyb	ses-day464	listening	run-03	468695	2778	0.59	2778	0.59	occasional packet loss due to varying wireless conditions	0.005927	1525	1.822	2.000	0.433	0.238	2.000	4	305.319	330.606	1.083
sub-monkeyb	ses-day464	listening	run-04	463823	1399	0.30	1399	0.30	occasional packet loss due to varying wireless conditions	0.003016	836	1.673	2.000	0.570	0.341	2.000	4	552.478	499.965	0.905
sub-monkeyb	ses-day465	rest	run-01	191895	1556	0.81	1556	0.81	occasional packet loss due to varying wireless conditions	0.008109	834	1.866	2.000	0.461	0.247	2.000	6	227.951	258.647	1.135
sub-monkeyb	ses-day465	sep	run-01	78111	413	0.53	413	0.53	occasional packet loss due to varying wireless conditions	0.005287	225	1.836	2.000	0.600	0.327	2.000	4	343.796	328.650	0.956
sub-monkeyb	ses-day465	sep	run-02	76739	535	0.70	535	0.70	occasional packet loss due to varying wireless conditions	0.006972	290	1.845	2.000	0.605	0.328	2.000	8	261.869	276.061	1.054
sub-monkeyb	ses-day468	rest	run-01	227818	975	0.43	975	0.43	occasional packet loss due to varying wireless conditions	0.004280	549	1.776	2.000	0.542	0.305	2.000	8	412.442	392.455	0.952
sub-monkeyb	ses-day468	reaching	run-01	814687	2205	0.27	2205	0.27	occasional packet loss due to varying wireless conditions	0.002707	1376	1.602	2.000	0.495	0.309	2.000	4	590.038	516.330	0.875
sub-monkeyb	ses-day468	reaching	run-02	802185	2533	0.32	2533	0.32	occasional packet loss due to varying wireless conditions	0.003158	1459	1.736	2.000	0.652	0.375	2.000	6	547.707	532.964	0.973
sub-monkeyb	ses-day471	rest	run-01	199469	503	0.25	503	0.25	occasional packet loss due to varying wireless conditions	0.002522	330	1.524	2.000	0.499	0.328	2.000	2	601.106	527.690	0.878
sub-monkeyb	ses-day475	rest	run-01	196399	1000	0.51	1000	0.51	occasional packet loss due to varying wireless conditions	0.005092	554	1.805	2.000	0.448	0.248	2.000	4	352.070	373.638	1.061
sub-monkeyb	ses-day475	reaching	run-01	823267	3487	0.42	3487	0.42	occasional packet loss due to varying wireless conditions	0.004236	1990	1.752	2.000	0.463	0.264	2.000	4	411.743	393.596	0.956
sub-monkeyb	ses-day475	reaching	run-02	789925	2242	0.28	2242	0.28	occasional packet loss due to varying wireless conditions	0.002838	1364	1.644	2.000	0.506	0.308	2.000	4	577.057	531.883	0.922
sub-monkeyb	ses-day478	rest	run-01	193575	1190	0.61	1190	0.61	occasional packet loss due to varying wireless conditions	0.006147	657	1.811	2.000	0.449	0.248	2.000	6	292.378	277.422	0.949
sub-monkeyb	ses-day478	listening	run-01	449775	1106	0.25	1106	0.25	occasional packet loss due to varying wireless conditions	0.002459	718	1.540	2.000	0.498	0.324	2.000	2	624.018	529.440	0.848
sub-monkeyb	ses-day478	listening	run-02	451910	1458	0.32	1458	0.32	occasional packet loss due to varying wireless conditions	0.003226	860	1.695	2.000	0.487	0.287	2.000	4	523.173	481.730	0.921
sub-monkeyb	ses-day478	listening	run-03	464523	2652	0.57	2652	0.57	occasional packet loss due to varying wireless conditions	0.005709	1493	1.776	2.000	0.455	0.256	2.000	4	309.151	290.518	0.940
sub-monkeyb	ses-day478	listening	run-04	450405	1050	0.23	1050	0.23	occasional packet loss due to varying wireless conditions	0.002331	662	1.586	2.000	0.502	0.316	2.000	4	677.760	591.471	0.873
sub-monkeyb	ses-day483	rest	run-01	215057	1114	0.52	1114	0.52	occasional packet loss due to varying wireless conditions	0.005180	582	1.914	2.000	0.936	0.489	2.000	8	366.969	448.060	1.221
sub-monkeyb	ses-day483	reaching	run-01	689085	2330	0.34	2330	0.34	occasional packet loss due to varying wireless conditions	0.003381	1331	1.751	2.000	0.642	0.367	2.000	4	515.582	478.491	0.928
sub-monkeyb	ses-day483	reaching	run-02	217537	373	0.17	373	0.17	occasional packet loss due to varying wireless conditions	0.001715	251	1.486	1.000	0.588	0.395	2.000	4	861.762	741.750	0.861
sub-monkeyb	ses-day483	reaching	run-03	501875	1962	0.39	1962	0.39	occasional packet loss due to varying wireless conditions	0.003909	1153	1.702	2.000	0.543	0.319	2.000	8	433.200	431.256	0.996
sub-monkeyb	ses-day483	reaching	run-04	330163	2493	0.76	2493	0.76	occasional packet loss due to varying wireless conditions	0.007551	1336	1.866	2.000	0.407	0.218	2.000	4	245.079	244.160	0.996
sub-monkeyb	ses-day486	rest	run-01	213813	444	0.21	444	0.21	occasional packet loss due to varying wireless conditions	0.002077	276	1.609	2.000	0.727	0.452	2.000	4	770.285	685.193	0.890
sub-monkeyb	ses-day490	rest	run-01	198537	382	0.19	382	0.19	occasional packet loss due to varying wireless conditions	0.001924	246	1.553	2.000	0.627	0.404	2.000	4	802.247	723.827	0.902
sub-monkeyb	ses-day490	reaching	run-01	800926	1159	0.14	1159	0.14	occasional packet loss due to varying wireless conditions	0.001447	817	1.419	1.000	0.556	0.392	2.000	4	977.710	861.080	0.881
sub-monkeyb	ses-day490	reaching	run-02	791175	3249	0.41	3249	0.41	occasional packet loss due to varying wireless conditions	0.004107	1902	1.708	2.000	0.569	0.333	2.000	12	414.044	394.834	0.954
sub-monkeyb	ses-day492	rest	run-01	206127	1304	0.63	1304	0.63	occasional packet loss due to varying wireless conditions	0.006326	713	1.829	2.000	0.409	0.223	2.000	4	286.867	271.517	0.946
sub-monkeyb	ses-day492	rest	run-02	205157	928	0.45	928	0.45	occasional packet loss due to varying wireless conditions	0.004523	517	1.795	2.000	0.590	0.329	2.000	6	394.264	394.101	1.000
sub-monkeyb	ses-day492	listening	run-01	450857	5134	1.14	5134	1.14	occasional packet loss due to varying wireless conditions	0.011387	2627	1.954	2.000	1.001	0.512	2.000	34	169.605	283.526	1.672
sub-monkeyb	ses-day492	listening	run-02	468241	3730	0.80	3730	0.80	occasional packet loss due to varying wireless conditions	0.007966	1946	1.917	2.000	1.885	0.983	2.000	66	238.578	340.373	1.427
sub-monkeyb	ses-day492	listening	run-03	459877	3095	0.67	3095	0.67	occasional packet loss due to varying wireless conditions	0.006730	1631	1.898	2.000	0.583	0.307	2.000	8	279.891	366.230	1.308
sub-monkeyb	ses-day492	listening	run-04	454293	1864	0.41	1864	0.41	occasional packet loss due to varying wireless conditions	0.004103	1097	1.699	2.000	0.472	0.278	2.000	4	412.048	429.812	1.043
sub-monkeyb	ses-day497	rest	run-01	196209	1283	0.65	1283	0.65	occasional packet loss due to varying wireless conditions	0.006539	621	2.066	2.000	0.946	0.458	4.000	8	313.386	435.331	1.389
sub-monkeyb	ses-day497	reaching	run-01	898719	5473	0.61	5473	0.61	occasional packet loss due to varying wireless conditions	0.006090	2971	1.842	2.000	0.475	0.258	2.000	6	300.554	346.563	1.153
sub-monkeyb	ses-day497	reaching	run-02	861095	5983	0.69	5983	0.69	occasional packet loss due to varying wireless conditions	0.006948	2971	2.014	2.000	0.806	0.400	2.000	10	287.723	421.284	1.464
sub-monkeyb	ses-day499	rest	run-01	192817	304	0.16	304	0.16	occasional packet loss due to varying wireless conditions	0.001577	215	1.414	1.000	0.493	0.348	2.000	2	891.264	655.463	0.735
sub-monkeyb	ses-day499	listening	run-01	458319	1129	0.25	1129	0.25	occasional packet loss due to varying wireless conditions	0.002463	705	1.601	2.000	0.507	0.316	2.000	4	647.578	601.080	0.928
sub-monkeyb	ses-day499	listening	run-02	471533	1837	0.39	1837	0.39	occasional packet loss due to varying wireless conditions	0.003896	1084	1.695	2.000	0.503	0.297	2.000	4	432.900	418.698	0.967
sub-monkeyb	ses-day499	listening	run-03	458331	1136	0.25	1136	0.25	occasional packet loss due to varying wireless conditions	0.002479	720	1.578	2.000	0.598	0.379	2.000	6	634.112	603.249	0.951
sub-monkeyb	ses-day499	listening	run-04	459295	1659	0.36	1659	0.36	occasional packet loss due to varying wireless conditions	0.003612	962	1.725	2.000	0.549	0.318	2.000	4	475.219	483.352	1.017
sub-monkeyb	ses-day503	rest	run-01	193401	541	0.28	541	0.28	occasional packet loss due to varying wireless conditions	0.002797	319	1.696	2.000	0.602	0.355	2.000	4	602.688	511.058	0.848
sub-monkeyb	ses-day503	reaching	run-01	916519	1871	0.20	1871	0.20	occasional packet loss due to varying wireless conditions	0.002041	1186	1.578	2.000	0.816	0.517	2.000	18	770.554	686.617	0.891
sub-monkeyb	ses-day503	reaching	run-02	938919	3717	0.40	3717	0.40	occasional packet loss due to varying wireless conditions	0.003959	2051	1.812	2.000	0.686	0.378	2.000	8	455.751	434.288	0.953
sub-monkeyb	ses-day506	rest	run-01	213533	677	0.32	677	0.32	occasional packet loss due to varying wireless conditions	0.003170	402	1.684	2.000	0.621	0.369	2.000	6	528.179	553.615	1.048
sub-monkeyb	ses-day506	listening	run-01	452315	1057	0.23	1057	0.23	occasional packet loss due to varying wireless conditions	0.002337	654	1.616	2.000	0.691	0.428	2.000	6	688.944	594.953	0.864
sub-monkeyb	ses-day506	listening	run-02	465693	1193	0.26	1193	0.26	occasional packet loss due to varying wireless conditions	0.002562	751	1.589	2.000	0.663	0.417	2.000	6	617.686	572.032	0.926
sub-monkeyb	ses-day506	listening	run-03	462185	1737	0.38	1737	0.38	occasional packet loss due to varying wireless conditions	0.003758	1000	1.737	2.000	0.502	0.289	2.000	6	459.988	430.581	0.936
sub-monkeyb	ses-day506	listening	run-04	465201	1498	0.32	1498	0.32	occasional packet loss due to varying wireless conditions	0.003220	918	1.632	2.000	0.509	0.312	2.000	4	504.573	492.951	0.977
sub-monkeyb	ses-day510	rest	run-01	213943	1013	0.47	1013	0.47	occasional packet loss due to varying wireless conditions	0.004735	581	1.744	2.000	0.503	0.288	2.000	4	365.859	382.445	1.045
sub-monkeyb	ses-day510	reaching	run-01	989256	5088	0.51	5088	0.51	occasional packet loss due to varying wireless conditions	0.005143	2809	1.811	2.000	0.629	0.347	2.000	20	350.238	362.413	1.035
sub-monkeyb	ses-day510	reaching	run-02	867773	3634	0.42	3634	0.42	occasional packet loss due to varying wireless conditions	0.004188	2052	1.771	2.000	0.509	0.288	2.000	8	420.915	412.063	0.979
sub-monkeyb	ses-day513	rest	run-01	195617	1039	0.53	1039	0.53	occasional packet loss due to varying wireless conditions	0.005311	545	1.906	2.000	0.730	0.383	2.000	6	356.370	388.646	1.091
sub-monkeyb	ses-day513	listening	run-01	453697	2824	0.62	2824	0.62	occasional packet loss due to varying wireless conditions	0.006224	1520	1.858	2.000	0.533	0.287	2.000	8	296.432	307.368	1.037
sub-monkeyb	ses-day513	listening	run-02	450077	1198	0.27	1198	0.27	occasional packet loss due to varying wireless conditions	0.002662	702	1.707	2.000	0.894	0.524	2.000	8	638.519	566.411	0.887
sub-monkeyb	ses-day513	listening	run-03	452968	1354	0.30	1354	0.30	occasional packet loss due to varying wireless conditions	0.002989	764	1.772	2.000	0.808	0.456	2.000	8	590.345	622.821	1.055
sub-monkeyb	ses-day513	listening	run-04	447781	2239	0.50	2239	0.50	occasional packet loss due to varying wireless conditions	0.005000	1196	1.872	2.000	2.273	1.214	2.000	78	372.216	363.897	0.978
sub-monkeyb	ses-day517	rest	run-01	196473	555	0.28	555	0.28	occasional packet loss due to varying wireless conditions	0.002825	339	1.637	2.000	0.516	0.315	2.000	4	576.229	489.291	0.849
sub-monkeyb	ses-day517	reaching	run-01	563502	1896	0.34	1896	0.34	occasional packet loss due to varying wireless conditions	0.003365	1080	1.756	2.000	1.277	0.727	2.000	36	519.525	503.004	0.968
sub-monkeyb	ses-day517	reaching	run-02	240375	922	0.38	922	0.38	occasional packet loss due to varying wireless conditions	0.003836	506	1.822	2.000	1.423	0.781	2.000	28	472.294	465.538	0.986
sub-monkeyb	ses-day517	reaching	run-03	826071	3980	0.48	3980	0.48	occasional packet loss due to varying wireless conditions	0.004818	2011	1.979	2.000	3.048	1.540	2.000	88	408.594	471.134	1.153
sub-monkeyb	ses-day520	rest	run-01	191141	445	0.23	445	0.23	occasional packet loss due to varying wireless conditions	0.002328	284	1.567	1.000	0.736	0.470	2.000	6	669.109	535.728	0.801
sub-monkeyb	ses-day520	listening	run-01	456775	1674	0.37	1674	0.37	occasional packet loss due to varying wireless conditions	0.003665	921	1.818	2.000	0.828	0.456	2.000	8	493.602	524.982	1.064
sub-monkeyb	ses-day520	listening	run-02	451062	3406	0.76	3406	0.76	occasional packet loss due to varying wireless conditions	0.007551	1754	1.942	2.000	0.695	0.358	2.000	8	255.075	400.613	1.571
sub-monkeyb	ses-day520	listening	run-03	452187	2756	0.61	2756	0.61	occasional packet loss due to varying wireless conditions	0.006095	1450	1.901	2.000	0.630	0.332	2.000	6	309.739	430.642	1.390
sub-monkeyb	ses-day520	listening	run-04	451443	1076	0.24	1076	0.24	occasional packet loss due to varying wireless conditions	0.002383	636	1.692	2.000	0.720	0.426	2.000	6	707.013	719.132	1.017
sub-monkeyb	ses-day521	rest	run-01	194079	1717	0.88	1717	0.88	occasional packet loss due to varying wireless conditions	0.008847	902	1.904	2.000	0.540	0.283	2.000	8	213.025	277.096	1.301
sub-monkeyb	ses-day521	rest	run-02	208929	1403	0.67	1403	0.67	occasional packet loss due to varying wireless conditions	0.006715	711	1.973	2.000	0.819	0.415	2.000	10	291.469	348.644	1.196
sub-monkeyb	ses-day524	rest	run-01	203653	747	0.37	747	0.37	occasional packet loss due to varying wireless conditions	0.003668	418	1.787	2.000	0.660	0.369	2.000	6	484.263	483.710	0.999
sub-monkeyb	ses-day524	reaching	run-01	583601	5777	0.99	5777	0.99	occasional packet loss due to varying wireless conditions	0.009899	2950	1.958	2.000	0.534	0.272	2.000	8	195.806	253.894	1.297
sub-monkeyb	ses-day524	reaching	run-02	341229	2547	0.75	2547	0.75	occasional packet loss due to varying wireless conditions	0.007464	1341	1.899	2.000	0.531	0.279	2.000	6	252.371	395.418	1.567
sub-monkeyb	ses-day524	reaching	run-03	764200	2533	0.33	2533	0.33	occasional packet loss due to varying wireless conditions	0.003315	1486	1.705	2.000	0.551	0.323	2.000	8	512.217	464.986	0.908
sub-monkeyb	ses-day525	rest	run-01	182101	1088	0.60	1088	0.60	occasional packet loss due to varying wireless conditions	0.005975	590	1.844	2.000	0.523	0.284	2.000	10	306.283	330.508	1.079
sub-monkeyb	ses-day525	rest	run-02	131521	565	0.43	565	0.43	occasional packet loss due to varying wireless conditions	0.004296	312	1.811	2.000	0.518	0.286	2.000	4	418.390	413.293	0.988
sub-monkeyb	ses-day525	rest	run-03	181829	1960	1.08	1960	1.08	occasional packet loss due to varying wireless conditions	0.010779	979	2.002	2.000	0.824	0.411	2.000	14	183.540	221.577	1.207
sub-monkeyb	ses-day525	sep	run-01	78657	858	1.09	858	1.09	occasional packet loss due to varying wireless conditions	0.010908	435	1.972	2.000	0.606	0.307	2.000	8	178.438	191.122	1.071
sub-monkeyb	ses-day525	sep	run-02	82167	1221	1.49	1221	1.49	occasional packet loss due to varying wireless conditions	0.014860	456	2.678	2.000	5.714	2.134	2.000	88	177.125	217.299	1.227
