onset	duration	trial_type	stim_file	response_type	response_time
57.904	n/a	movement_start	n/a	left_button	0.218
78.344	n/a	movement_start	n/a	left_button	0.220
86.340	n/a	movement_start	n/a	right_button	0.168
94.582	n/a	movement_start	n/a	right_button	1.270
106.328	n/a	movement_start	n/a	right_button	0.118
118.470	n/a	movement_start	n/a	left_button	0.218
126.068	n/a	movement_start	n/a	right_button	0.166
133.864	n/a	movement_start	n/a	right_button	0.168
143.658	n/a	movement_start	n/a	right_button	0.168
152.404	n/a	movement_start	n/a	right_button	0.166
160.498	n/a	movement_start	n/a	right_button	0.168
176.686	n/a	movement_start	n/a	right_button	0.170
184.482	n/a	movement_start	n/a	right_button	0.220
191.680	n/a	movement_start	n/a	right_button	0.218
199.926	n/a	movement_start	n/a	right_button	0.168
208.272	n/a	movement_start	n/a	left_button	0.318
216.116	n/a	movement_start	n/a	right_button	0.170
224.364	n/a	movement_start	n/a	left_button	0.170
233.156	n/a	movement_start	n/a	left_button	0.172
242.504	n/a	movement_start	n/a	left_button	0.220
249.548	n/a	movement_start	n/a	right_button	0.170
257.494	n/a	movement_start	n/a	right_button	0.168
265.738	n/a	movement_start	n/a	right_button	0.218
288.770	n/a	movement_start	n/a	left_button	0.270
297.218	n/a	movement_start	n/a	left_button	0.214
304.912	n/a	movement_start	n/a	left_button	1.168
316.004	n/a	movement_start	n/a	right_button	0.168
325.896	n/a	movement_start	n/a	right_button	0.220
333.894	n/a	movement_start	n/a	right_button	0.214
342.536	n/a	movement_start	n/a	left_button	0.168
355.076	n/a	movement_start	n/a	left_button	0.220
365.020	n/a	movement_start	n/a	left_button	1.168
377.162	n/a	movement_start	n/a	left_button	0.170
387.104	n/a	movement_start	n/a	left_button	0.170
400.147	n/a	movement_start	n/a	right_button	0.219
410.240	n/a	movement_start	n/a	left_button	0.370
420.880	n/a	movement_start	n/a	right_button	0.216
432.876	n/a	movement_start	n/a	left_button	0.168
445.818	n/a	movement_start	n/a	left_button	0.218
455.862	n/a	movement_start	n/a	left_button	0.366
466.152	n/a	movement_start	n/a	left_button	0.170
476.648	n/a	movement_start	n/a	right_button	0.168
487.392	n/a	movement_start	n/a	left_button	0.166
497.534	n/a	movement_start	n/a	left_button	0.218
513.572	n/a	movement_start	n/a	left_button	0.220
522.668	n/a	movement_start	n/a	left_button	0.168
534.008	n/a	movement_start	n/a	left_button	0.172
541.656	n/a	movement_start	n/a	left_button	0.272
547.902	n/a	movement_start	n/a	left_button	0.172
558.846	n/a	movement_start	n/a	left_button	0.222
570.538	n/a	movement_start	n/a	left_button	0.222
585.878	n/a	movement_start	n/a	right_button	0.170
599.422	n/a	movement_start	n/a	left_button	0.168
609.914	n/a	movement_start	n/a	right_button	0.218
620.906	n/a	movement_start	n/a	right_button	0.216
632.848	n/a	movement_start	n/a	left_button	0.166
649.086	n/a	movement_start	n/a	right_button	0.168
659.128	n/a	movement_start	n/a	right_button	0.218
670.570	n/a	movement_start	n/a	right_button	0.166
681.860	n/a	movement_start	n/a	left_button	0.220
694.354	n/a	movement_start	n/a	right_button	0.218
704.346	n/a	movement_start	n/a	right_button	0.170
714.336	n/a	movement_start	n/a	left_button	1.222
723.784	n/a	movement_start	n/a	right_button	0.168
734.276	n/a	movement_start	n/a	right_button	0.220
746.118	n/a	movement_start	n/a	left_button	0.218
756.710	n/a	movement_start	n/a	right_button	0.218
767.954	n/a	movement_start	n/a	left_button	0.268
778.500	n/a	movement_start	n/a	left_button	0.266
789.640	n/a	movement_start	n/a	right_button	0.166
799.786	n/a	movement_start	n/a	right_button	0.218
811.532	n/a	movement_start	n/a	right_button	0.168
821.872	n/a	movement_start	n/a	left_button	0.168
830.764	n/a	movement_start	n/a	right_button	0.172
839.010	n/a	movement_start	n/a	right_button	0.222
847.956	n/a	movement_start	n/a	left_button	0.722
861.752	n/a	movement_start	n/a	left_button	0.418
875.192	n/a	movement_start	n/a	left_button	0.372
889.634	n/a	movement_start	n/a	left_button	0.421
901.478	n/a	movement_start	n/a	right_button	0.218
924.516	n/a	movement_start	n/a	left_button	0.366
939.354	n/a	movement_start	n/a	right_button	0.218
953.296	n/a	movement_start	n/a	right_button	0.218
