onset	duration	trial_type	stim_file	response_type	response_time
50.496	1	stimulus_on	MiDoSo.wav	n/a	n/a
60.524	1	stimulus_on	DoSoMi.wav	n/a	n/a
70.600	1	stimulus_on	DoMiSo.wav	n/a	n/a
80.650	1	stimulus_on	SoMiDo.wav	n/a	n/a
90.682	1	stimulus_on	DoSoMi.wav	n/a	n/a
100.716	1	stimulus_on	DoMiSo.wav	n/a	n/a
110.768	1	stimulus_on	SoMiDo.wav	n/a	n/a
120.822	1	stimulus_on	MiDoSo.wav	n/a	n/a
130.892	1	stimulus_on	DoSoMi.wav	n/a	n/a
140.968	1	stimulus_on	DoMiSo.wav	n/a	n/a
150.996	1	stimulus_on	DoMiSo.wav	n/a	n/a
161.029	1	stimulus_on	SoMiDo.wav	n/a	n/a
171.102	1	stimulus_on	MiDoSo.wav	n/a	n/a
181.156	1	stimulus_on	MiDoSo.wav	n/a	n/a
191.206	1	stimulus_on	MiDoSo.wav	n/a	n/a
201.240	1	stimulus_on	DoSoMi.wav	n/a	n/a
211.290	1	stimulus_on	MiDoSo.wav	n/a	n/a
221.322	1	stimulus_on	MiDoSo.wav	n/a	n/a
231.396	1	stimulus_on	DoSoMi.wav	n/a	n/a
241.448	1	stimulus_on	DoSoMi.wav	n/a	n/a
251.500	1	stimulus_on	DoMiSo.wav	n/a	n/a
261.572	1	stimulus_on	SoMiDo.wav	n/a	n/a
271.626	1	stimulus_on	DoSoMi.wav	n/a	n/a
281.678	1	stimulus_on	DoMiSo.wav	n/a	n/a
291.710	1	stimulus_on	SoMiDo.wav	n/a	n/a
301.784	1	stimulus_on	DoSoMi.wav	n/a	n/a
311.818	1	stimulus_on	DoSoMi.wav	n/a	n/a
321.868	1	stimulus_on	DoMiSo.wav	n/a	n/a
331.904	1	stimulus_on	SoMiDo.wav	n/a	n/a
341.956	1	stimulus_on	MiDoSo.wav	n/a	n/a
352.030	1	stimulus_on	SoMiDo.wav	n/a	n/a
362.080	1	stimulus_on	MiDoSo.wav	n/a	n/a
372.150	1	stimulus_on	DoSoMi.wav	n/a	n/a
382.206	1	stimulus_on	DoMiSo.wav	n/a	n/a
392.238	1	stimulus_on	DoMiSo.wav	n/a	n/a
402.310	1	stimulus_on	SoMiDo.wav	n/a	n/a
412.364	1	stimulus_on	MiDoSo.wav	n/a	n/a
422.396	1	stimulus_on	SoMiDo.wav	n/a	n/a
432.428	1	stimulus_on	DoMiSo.wav	n/a	n/a
442.480	1	stimulus_on	SoMiDo.wav	n/a	n/a
