subject	session	task	run	trial_number	events_tsv
monkeyb	day50	listening	03	36	sub-monkeyb/ses-day50/ieeg/sub-monkeyb_ses-day50_task-listening_run-03_events.tsv
monkeyb	day50	listening	04	40	sub-monkeyb/ses-day50/ieeg/sub-monkeyb_ses-day50_task-listening_run-04_events.tsv
monkeyb	day503	reaching	01	61	sub-monkeyb/ses-day503/ieeg/sub-monkeyb_ses-day503_task-reaching_run-01_events.tsv
monkeyb	day503	reaching	02	62	sub-monkeyb/ses-day503/ieeg/sub-monkeyb_ses-day503_task-reaching_run-02_events.tsv
monkeyb	day506	listening	01	40	sub-monkeyb/ses-day506/ieeg/sub-monkeyb_ses-day506_task-listening_run-01_events.tsv
monkeyb	day506	listening	02	40	sub-monkeyb/ses-day506/ieeg/sub-monkeyb_ses-day506_task-listening_run-02_events.tsv
monkeyb	day506	listening	03	40	sub-monkeyb/ses-day506/ieeg/sub-monkeyb_ses-day506_task-listening_run-03_events.tsv
monkeyb	day506	listening	04	40	sub-monkeyb/ses-day506/ieeg/sub-monkeyb_ses-day506_task-listening_run-04_events.tsv
monkeyb	day510	reaching	01	63	sub-monkeyb/ses-day510/ieeg/sub-monkeyb_ses-day510_task-reaching_run-01_events.tsv
monkeyb	day510	reaching	02	61	sub-monkeyb/ses-day510/ieeg/sub-monkeyb_ses-day510_task-reaching_run-02_events.tsv
monkeyb	day513	listening	01	40	sub-monkeyb/ses-day513/ieeg/sub-monkeyb_ses-day513_task-listening_run-01_events.tsv
monkeyb	day513	listening	02	40	sub-monkeyb/ses-day513/ieeg/sub-monkeyb_ses-day513_task-listening_run-02_events.tsv
monkeyb	day513	listening	03	40	sub-monkeyb/ses-day513/ieeg/sub-monkeyb_ses-day513_task-listening_run-03_events.tsv
monkeyb	day513	listening	04	40	sub-monkeyb/ses-day513/ieeg/sub-monkeyb_ses-day513_task-listening_run-04_events.tsv
monkeyb	day517	reaching	01	42	sub-monkeyb/ses-day517/ieeg/sub-monkeyb_ses-day517_task-reaching_run-01_events.tsv
monkeyb	day517	reaching	02	20	sub-monkeyb/ses-day517/ieeg/sub-monkeyb_ses-day517_task-reaching_run-02_events.tsv
monkeyb	day517	reaching	03	61	sub-monkeyb/ses-day517/ieeg/sub-monkeyb_ses-day517_task-reaching_run-03_events.tsv
monkeyb	day52	pressing	01	96	sub-monkeyb/ses-day52/ieeg/sub-monkeyb_ses-day52_task-pressing_run-01_events.tsv
monkeyb	day520	listening	01	40	sub-monkeyb/ses-day520/ieeg/sub-monkeyb_ses-day520_task-listening_run-01_events.tsv
monkeyb	day520	listening	02	40	sub-monkeyb/ses-day520/ieeg/sub-monkeyb_ses-day520_task-listening_run-02_events.tsv
monkeyb	day520	listening	03	40	sub-monkeyb/ses-day520/ieeg/sub-monkeyb_ses-day520_task-listening_run-03_events.tsv
monkeyb	day520	listening	04	40	sub-monkeyb/ses-day520/ieeg/sub-monkeyb_ses-day520_task-listening_run-04_events.tsv
monkeyb	day524	reaching	01	38	sub-monkeyb/ses-day524/ieeg/sub-monkeyb_ses-day524_task-reaching_run-01_events.tsv
monkeyb	day524	reaching	02	22	sub-monkeyb/ses-day524/ieeg/sub-monkeyb_ses-day524_task-reaching_run-02_events.tsv
monkeyb	day524	reaching	03	63	sub-monkeyb/ses-day524/ieeg/sub-monkeyb_ses-day524_task-reaching_run-03_events.tsv
monkeyb	day525	sep	01	224	sub-monkeyb/ses-day525/ieeg/sub-monkeyb_ses-day525_task-sep_run-01_events.tsv
monkeyb	day525	sep	02	229	sub-monkeyb/ses-day525/ieeg/sub-monkeyb_ses-day525_task-sep_run-02_events.tsv
monkeyb	day56	sep	01	200	sub-monkeyb/ses-day56/ieeg/sub-monkeyb_ses-day56_task-sep_run-01_events.tsv
monkeyb	day56	sep	02	199	sub-monkeyb/ses-day56/ieeg/sub-monkeyb_ses-day56_task-sep_run-02_events.tsv
monkeyb	day59	reaching	01	29	sub-monkeyb/ses-day59/ieeg/sub-monkeyb_ses-day59_task-reaching_run-01_events.tsv
monkeyb	day59	reaching	02	33	sub-monkeyb/ses-day59/ieeg/sub-monkeyb_ses-day59_task-reaching_run-02_events.tsv
monkeyb	day64	listening	01	40	sub-monkeyb/ses-day64/ieeg/sub-monkeyb_ses-day64_task-listening_run-01_events.tsv
monkeyb	day64	listening	02	40	sub-monkeyb/ses-day64/ieeg/sub-monkeyb_ses-day64_task-listening_run-02_events.tsv
monkeyb	day64	listening	03	40	sub-monkeyb/ses-day64/ieeg/sub-monkeyb_ses-day64_task-listening_run-03_events.tsv
monkeyb	day64	listening	04	40	sub-monkeyb/ses-day64/ieeg/sub-monkeyb_ses-day64_task-listening_run-04_events.tsv
monkeyb	day71	reaching	01	28	sub-monkeyb/ses-day71/ieeg/sub-monkeyb_ses-day71_task-reaching_run-01_events.tsv
monkeyb	day80	listening	01	20	sub-monkeyb/ses-day80/ieeg/sub-monkeyb_ses-day80_task-listening_run-01_events.tsv
monkeyb	day80	listening	02	20	sub-monkeyb/ses-day80/ieeg/sub-monkeyb_ses-day80_task-listening_run-02_events.tsv
monkeyb	day80	listening	03	20	sub-monkeyb/ses-day80/ieeg/sub-monkeyb_ses-day80_task-listening_run-03_events.tsv
monkeyb	day80	listening	04	20	sub-monkeyb/ses-day80/ieeg/sub-monkeyb_ses-day80_task-listening_run-04_events.tsv
monkeyb	day80	listening	05	20	sub-monkeyb/ses-day80/ieeg/sub-monkeyb_ses-day80_task-listening_run-05_events.tsv
monkeyb	day80	listening	06	20	sub-monkeyb/ses-day80/ieeg/sub-monkeyb_ses-day80_task-listening_run-06_events.tsv
monkeyb	day83	listening	01	40	sub-monkeyb/ses-day83/ieeg/sub-monkeyb_ses-day83_task-listening_run-01_events.tsv
monkeyb	day83	listening	02	40	sub-monkeyb/ses-day83/ieeg/sub-monkeyb_ses-day83_task-listening_run-02_events.tsv
monkeyb	day83	listening	03	40	sub-monkeyb/ses-day83/ieeg/sub-monkeyb_ses-day83_task-listening_run-03_events.tsv
monkeyb	day83	listening	04	40	sub-monkeyb/ses-day83/ieeg/sub-monkeyb_ses-day83_task-listening_run-04_events.tsv
monkeyb	day92	listening	01	40	sub-monkeyb/ses-day92/ieeg/sub-monkeyb_ses-day92_task-listening_run-01_events.tsv
monkeyb	day92	listening	02	40	sub-monkeyb/ses-day92/ieeg/sub-monkeyb_ses-day92_task-listening_run-02_events.tsv
monkeyb	day92	listening	03	40	sub-monkeyb/ses-day92/ieeg/sub-monkeyb_ses-day92_task-listening_run-03_events.tsv
monkeyb	day92	listening	04	40	sub-monkeyb/ses-day92/ieeg/sub-monkeyb_ses-day92_task-listening_run-04_events.tsv
monkeyb	day97	listening	01	40	sub-monkeyb/ses-day97/ieeg/sub-monkeyb_ses-day97_task-listening_run-01_events.tsv
monkeyb	day97	listening	02	32	sub-monkeyb/ses-day97/ieeg/sub-monkeyb_ses-day97_task-listening_run-02_events.tsv
monkeyb	day97	listening	03	40	sub-monkeyb/ses-day97/ieeg/sub-monkeyb_ses-day97_task-listening_run-03_events.tsv
monkeyb	day97	listening	04	40	sub-monkeyb/ses-day97/ieeg/sub-monkeyb_ses-day97_task-listening_run-04_events.tsv
monkeyb	day99	sep	01	219	sub-monkeyb/ses-day99/ieeg/sub-monkeyb_ses-day99_task-sep_run-01_events.tsv
monkeyb	day99	sep	02	231	sub-monkeyb/ses-day99/ieeg/sub-monkeyb_ses-day99_task-sep_run-02_events.tsv
monkeyb	day99	sep	03	164	sub-monkeyb/ses-day99/ieeg/sub-monkeyb_ses-day99_task-sep_run-03_events.tsv
monkeyc	day05	pressing	01	53	sub-monkeyc/ses-day05/ieeg/sub-monkeyc_ses-day05_task-pressing_run-01_events.tsv
monkeyc	day06	sep	01	272	sub-monkeyc/ses-day06/ieeg/sub-monkeyc_ses-day06_task-sep_run-01_events.tsv
monkeyc	day06	sep	02	138	sub-monkeyc/ses-day06/ieeg/sub-monkeyc_ses-day06_task-sep_run-02_events.tsv
monkeyc	day06	sep	03	213	sub-monkeyc/ses-day06/ieeg/sub-monkeyc_ses-day06_task-sep_run-03_events.tsv
monkeyc	day06	sep	04	52	sub-monkeyc/ses-day06/ieeg/sub-monkeyc_ses-day06_task-sep_run-04_events.tsv
monkeyc	day06	sep	05	133	sub-monkeyc/ses-day06/ieeg/sub-monkeyc_ses-day06_task-sep_run-05_events.tsv
monkeyc	day06	sep	06	203	sub-monkeyc/ses-day06/ieeg/sub-monkeyc_ses-day06_task-sep_run-06_events.tsv
monkeyc	day13	sep	01	169	sub-monkeyc/ses-day13/ieeg/sub-monkeyc_ses-day13_task-sep_run-01_events.tsv
monkeyc	day13	sep	02	197	sub-monkeyc/ses-day13/ieeg/sub-monkeyc_ses-day13_task-sep_run-02_events.tsv
monkeyc	day13	sep	03	162	sub-monkeyc/ses-day13/ieeg/sub-monkeyc_ses-day13_task-sep_run-03_events.tsv
monkeyc	day159	listening	01	30	sub-monkeyc/ses-day159/ieeg/sub-monkeyc_ses-day159_task-listening_run-01_events.tsv
monkeyc	day159	listening	02	30	sub-monkeyc/ses-day159/ieeg/sub-monkeyc_ses-day159_task-listening_run-02_events.tsv
monkeyc	day159	listening	03	30	sub-monkeyc/ses-day159/ieeg/sub-monkeyc_ses-day159_task-listening_run-03_events.tsv
monkeyc	day159	listening	04	30	sub-monkeyc/ses-day159/ieeg/sub-monkeyc_ses-day159_task-listening_run-04_events.tsv
monkeyc	day159	listening	05	30	sub-monkeyc/ses-day159/ieeg/sub-monkeyc_ses-day159_task-listening_run-05_events.tsv
monkeyc	day159	listening	06	30	sub-monkeyc/ses-day159/ieeg/sub-monkeyc_ses-day159_task-listening_run-06_events.tsv
monkeyc	day159	listening	07	30	sub-monkeyc/ses-day159/ieeg/sub-monkeyc_ses-day159_task-listening_run-07_events.tsv
monkeyc	day162	listening	01	30	sub-monkeyc/ses-day162/ieeg/sub-monkeyc_ses-day162_task-listening_run-01_events.tsv
monkeyc	day162	listening	02	30	sub-monkeyc/ses-day162/ieeg/sub-monkeyc_ses-day162_task-listening_run-02_events.tsv
monkeyc	day162	listening	03	30	sub-monkeyc/ses-day162/ieeg/sub-monkeyc_ses-day162_task-listening_run-03_events.tsv
monkeyc	day162	listening	04	30	sub-monkeyc/ses-day162/ieeg/sub-monkeyc_ses-day162_task-listening_run-04_events.tsv
monkeyc	day162	listening	05	30	sub-monkeyc/ses-day162/ieeg/sub-monkeyc_ses-day162_task-listening_run-05_events.tsv
monkeyc	day162	listening	06	30	sub-monkeyc/ses-day162/ieeg/sub-monkeyc_ses-day162_task-listening_run-06_events.tsv
monkeyc	day162	listening	07	30	sub-monkeyc/ses-day162/ieeg/sub-monkeyc_ses-day162_task-listening_run-07_events.tsv
monkeyc	day166	listening	01	30	sub-monkeyc/ses-day166/ieeg/sub-monkeyc_ses-day166_task-listening_run-01_events.tsv
monkeyc	day166	listening	02	30	sub-monkeyc/ses-day166/ieeg/sub-monkeyc_ses-day166_task-listening_run-02_events.tsv
monkeyc	day166	listening	03	30	sub-monkeyc/ses-day166/ieeg/sub-monkeyc_ses-day166_task-listening_run-03_events.tsv
monkeyc	day166	listening	04	30	sub-monkeyc/ses-day166/ieeg/sub-monkeyc_ses-day166_task-listening_run-04_events.tsv
monkeyc	day166	listening	05	30	sub-monkeyc/ses-day166/ieeg/sub-monkeyc_ses-day166_task-listening_run-05_events.tsv
monkeyc	day166	listening	06	30	sub-monkeyc/ses-day166/ieeg/sub-monkeyc_ses-day166_task-listening_run-06_events.tsv
monkeyc	day169	listening	01	30	sub-monkeyc/ses-day169/ieeg/sub-monkeyc_ses-day169_task-listening_run-01_events.tsv
monkeyc	day169	listening	02	30	sub-monkeyc/ses-day169/ieeg/sub-monkeyc_ses-day169_task-listening_run-02_events.tsv
monkeyc	day169	listening	03	30	sub-monkeyc/ses-day169/ieeg/sub-monkeyc_ses-day169_task-listening_run-03_events.tsv
monkeyc	day169	listening	04	30	sub-monkeyc/ses-day169/ieeg/sub-monkeyc_ses-day169_task-listening_run-04_events.tsv
monkeyc	day169	listening	05	30	sub-monkeyc/ses-day169/ieeg/sub-monkeyc_ses-day169_task-listening_run-05_events.tsv
monkeyc	day169	listening	06	30	sub-monkeyc/ses-day169/ieeg/sub-monkeyc_ses-day169_task-listening_run-06_events.tsv
monkeyc	day169	listening	07	30	sub-monkeyc/ses-day169/ieeg/sub-monkeyc_ses-day169_task-listening_run-07_events.tsv
monkeyc	day169	listening	08	30	sub-monkeyc/ses-day169/ieeg/sub-monkeyc_ses-day169_task-listening_run-08_events.tsv
monkeyc	day169	listening	09	30	sub-monkeyc/ses-day169/ieeg/sub-monkeyc_ses-day169_task-listening_run-09_events.tsv
monkeyc	day180	listening	01	30	sub-monkeyc/ses-day180/ieeg/sub-monkeyc_ses-day180_task-listening_run-01_events.tsv
monkeyc	day180	listening	02	30	sub-monkeyc/ses-day180/ieeg/sub-monkeyc_ses-day180_task-listening_run-02_events.tsv
monkeyc	day197	pressing	01	41	sub-monkeyc/ses-day197/ieeg/sub-monkeyc_ses-day197_task-pressing_run-01_events.tsv
monkeyc	day197	pressing	02	47	sub-monkeyc/ses-day197/ieeg/sub-monkeyc_ses-day197_task-pressing_run-02_events.tsv
monkeyc	day197	pressing	03	82	sub-monkeyc/ses-day197/ieeg/sub-monkeyc_ses-day197_task-pressing_run-03_events.tsv
monkeyc	day208	pressing	01	28	sub-monkeyc/ses-day208/ieeg/sub-monkeyc_ses-day208_task-pressing_run-01_events.tsv
monkeyc	day208	pressing	02	44	sub-monkeyc/ses-day208/ieeg/sub-monkeyc_ses-day208_task-pressing_run-02_events.tsv
monkeyc	day208	pressing	03	54	sub-monkeyc/ses-day208/ieeg/sub-monkeyc_ses-day208_task-pressing_run-03_events.tsv
monkeyc	day211	pressing	01	77	sub-monkeyc/ses-day211/ieeg/sub-monkeyc_ses-day211_task-pressing_run-01_events.tsv
monkeyc	day211	pressing	02	44	sub-monkeyc/ses-day211/ieeg/sub-monkeyc_ses-day211_task-pressing_run-02_events.tsv
monkeyc	day218	pressing	01	75	sub-monkeyc/ses-day218/ieeg/sub-monkeyc_ses-day218_task-pressing_run-01_events.tsv
monkeyc	day218	pressing	02	96	sub-monkeyc/ses-day218/ieeg/sub-monkeyc_ses-day218_task-pressing_run-02_events.tsv
monkeyc	day225	listening	01	30	sub-monkeyc/ses-day225/ieeg/sub-monkeyc_ses-day225_task-listening_run-01_events.tsv
monkeyc	day225	listening	02	30	sub-monkeyc/ses-day225/ieeg/sub-monkeyc_ses-day225_task-listening_run-02_events.tsv
monkeyc	day225	pressing	01	83	sub-monkeyc/ses-day225/ieeg/sub-monkeyc_ses-day225_task-pressing_run-01_events.tsv
monkeyc	day225	pressing	02	53	sub-monkeyc/ses-day225/ieeg/sub-monkeyc_ses-day225_task-pressing_run-02_events.tsv
monkeyc	day229	reaching	01	30	sub-monkeyc/ses-day229/ieeg/sub-monkeyc_ses-day229_task-reaching_run-01_events.tsv
monkeyc	day229	reaching	02	34	sub-monkeyc/ses-day229/ieeg/sub-monkeyc_ses-day229_task-reaching_run-02_events.tsv
monkeyc	day229	sep	01	442	sub-monkeyc/ses-day229/ieeg/sub-monkeyc_ses-day229_task-sep_run-01_events.tsv
monkeyc	day229	sep	02	451	sub-monkeyc/ses-day229/ieeg/sub-monkeyc_ses-day229_task-sep_run-02_events.tsv
monkeyc	day237	pressing	01	29	sub-monkeyc/ses-day237/ieeg/sub-monkeyc_ses-day237_task-pressing_run-01_events.tsv
monkeyc	day244	pressing	01	105	sub-monkeyc/ses-day244/ieeg/sub-monkeyc_ses-day244_task-pressing_run-01_events.tsv
monkeyc	day246	listening	01	40	sub-monkeyc/ses-day246/ieeg/sub-monkeyc_ses-day246_task-listening_run-01_events.tsv
monkeyc	day246	listening	02	40	sub-monkeyc/ses-day246/ieeg/sub-monkeyc_ses-day246_task-listening_run-02_events.tsv
monkeyc	day246	listening	03	40	sub-monkeyc/ses-day246/ieeg/sub-monkeyc_ses-day246_task-listening_run-03_events.tsv
monkeyc	day246	listening	04	40	sub-monkeyc/ses-day246/ieeg/sub-monkeyc_ses-day246_task-listening_run-04_events.tsv
monkeyc	day246	listening	05	40	sub-monkeyc/ses-day246/ieeg/sub-monkeyc_ses-day246_task-listening_run-05_events.tsv
monkeyc	day246	reaching	01	29	sub-monkeyc/ses-day246/ieeg/sub-monkeyc_ses-day246_task-reaching_run-01_events.tsv
monkeyc	day246	reaching	02	35	sub-monkeyc/ses-day246/ieeg/sub-monkeyc_ses-day246_task-reaching_run-02_events.tsv
monkeyc	day250	sep	01	212	sub-monkeyc/ses-day250/ieeg/sub-monkeyc_ses-day250_task-sep_run-01_events.tsv
monkeyc	day250	sep	02	266	sub-monkeyc/ses-day250/ieeg/sub-monkeyc_ses-day250_task-sep_run-02_events.tsv
monkeyc	day253	pressing	01	75	sub-monkeyc/ses-day253/ieeg/sub-monkeyc_ses-day253_task-pressing_run-01_events.tsv
monkeyc	day257	sep	01	199	sub-monkeyc/ses-day257/ieeg/sub-monkeyc_ses-day257_task-sep_run-01_events.tsv
monkeyc	day257	sep	02	200	sub-monkeyc/ses-day257/ieeg/sub-monkeyc_ses-day257_task-sep_run-02_events.tsv
monkeyc	day260	reaching	01	27	sub-monkeyc/ses-day260/ieeg/sub-monkeyc_ses-day260_task-reaching_run-01_events.tsv
monkeyc	day260	reaching	02	30	sub-monkeyc/ses-day260/ieeg/sub-monkeyc_ses-day260_task-reaching_run-02_events.tsv
monkeyc	day260	reaching	03	27	sub-monkeyc/ses-day260/ieeg/sub-monkeyc_ses-day260_task-reaching_run-03_events.tsv
monkeyc	day265	listening	01	40	sub-monkeyc/ses-day265/ieeg/sub-monkeyc_ses-day265_task-listening_run-01_events.tsv
monkeyc	day265	listening	02	40	sub-monkeyc/ses-day265/ieeg/sub-monkeyc_ses-day265_task-listening_run-02_events.tsv
monkeyc	day265	listening	03	40	sub-monkeyc/ses-day265/ieeg/sub-monkeyc_ses-day265_task-listening_run-03_events.tsv
monkeyc	day265	listening	04	40	sub-monkeyc/ses-day265/ieeg/sub-monkeyc_ses-day265_task-listening_run-04_events.tsv
monkeyc	day265	listening	05	40	sub-monkeyc/ses-day265/ieeg/sub-monkeyc_ses-day265_task-listening_run-05_events.tsv
monkeyc	day265	listening	06	40	sub-monkeyc/ses-day265/ieeg/sub-monkeyc_ses-day265_task-listening_run-06_events.tsv
monkeyc	day267	pressing	01	80	sub-monkeyc/ses-day267/ieeg/sub-monkeyc_ses-day267_task-pressing_run-01_events.tsv
monkeyc	day274	pressing	01	53	sub-monkeyc/ses-day274/ieeg/sub-monkeyc_ses-day274_task-pressing_run-01_events.tsv
monkeyc	day274	pressing	02	16	sub-monkeyc/ses-day274/ieeg/sub-monkeyc_ses-day274_task-pressing_run-02_events.tsv
monkeyc	day277	pressing	01	57	sub-monkeyc/ses-day277/ieeg/sub-monkeyc_ses-day277_task-pressing_run-01_events.tsv
monkeyc	day279	listening	01	40	sub-monkeyc/ses-day279/ieeg/sub-monkeyc_ses-day279_task-listening_run-01_events.tsv
monkeyc	day279	listening	02	40	sub-monkeyc/ses-day279/ieeg/sub-monkeyc_ses-day279_task-listening_run-02_events.tsv
monkeyc	day279	listening	03	40	sub-monkeyc/ses-day279/ieeg/sub-monkeyc_ses-day279_task-listening_run-03_events.tsv
monkeyc	day279	listening	04	40	sub-monkeyc/ses-day279/ieeg/sub-monkeyc_ses-day279_task-listening_run-04_events.tsv
monkeyc	day279	listening	05	40	sub-monkeyc/ses-day279/ieeg/sub-monkeyc_ses-day279_task-listening_run-05_events.tsv
monkeyc	day279	listening	06	40	sub-monkeyc/ses-day279/ieeg/sub-monkeyc_ses-day279_task-listening_run-06_events.tsv
monkeyc	day279	reaching	01	37	sub-monkeyc/ses-day279/ieeg/sub-monkeyc_ses-day279_task-reaching_run-01_events.tsv
monkeyc	day279	reaching	02	41	sub-monkeyc/ses-day279/ieeg/sub-monkeyc_ses-day279_task-reaching_run-02_events.tsv
monkeyc	day281	pressing	01	14	sub-monkeyc/ses-day281/ieeg/sub-monkeyc_ses-day281_task-pressing_run-01_events.tsv
monkeyc	day281	pressing	02	28	sub-monkeyc/ses-day281/ieeg/sub-monkeyc_ses-day281_task-pressing_run-02_events.tsv
monkeyc	day284	listening	01	40	sub-monkeyc/ses-day284/ieeg/sub-monkeyc_ses-day284_task-listening_run-01_events.tsv
monkeyc	day284	listening	02	23	sub-monkeyc/ses-day284/ieeg/sub-monkeyc_ses-day284_task-listening_run-02_events.tsv
monkeyc	day284	listening	03	40	sub-monkeyc/ses-day284/ieeg/sub-monkeyc_ses-day284_task-listening_run-03_events.tsv
monkeyc	day284	listening	04	40	sub-monkeyc/ses-day284/ieeg/sub-monkeyc_ses-day284_task-listening_run-04_events.tsv
monkeyc	day284	listening	05	40	sub-monkeyc/ses-day284/ieeg/sub-monkeyc_ses-day284_task-listening_run-05_events.tsv
monkeyc	day284	listening	06	40	sub-monkeyc/ses-day284/ieeg/sub-monkeyc_ses-day284_task-listening_run-06_events.tsv
monkeyc	day284	reaching	01	40	sub-monkeyc/ses-day284/ieeg/sub-monkeyc_ses-day284_task-reaching_run-01_events.tsv
monkeyc	day284	reaching	02	39	sub-monkeyc/ses-day284/ieeg/sub-monkeyc_ses-day284_task-reaching_run-02_events.tsv
monkeyc	day284	reaching	03	40	sub-monkeyc/ses-day284/ieeg/sub-monkeyc_ses-day284_task-reaching_run-03_events.tsv
monkeyc	day286	pressing	01	131	sub-monkeyc/ses-day286/ieeg/sub-monkeyc_ses-day286_task-pressing_run-01_events.tsv
monkeyc	day293	listening	01	40	sub-monkeyc/ses-day293/ieeg/sub-monkeyc_ses-day293_task-listening_run-01_events.tsv
monkeyc	day293	listening	02	21	sub-monkeyc/ses-day293/ieeg/sub-monkeyc_ses-day293_task-listening_run-02_events.tsv
monkeyc	day293	listening	03	40	sub-monkeyc/ses-day293/ieeg/sub-monkeyc_ses-day293_task-listening_run-03_events.tsv
monkeyc	day293	listening	04	40	sub-monkeyc/ses-day293/ieeg/sub-monkeyc_ses-day293_task-listening_run-04_events.tsv
monkeyc	day293	listening	05	40	sub-monkeyc/ses-day293/ieeg/sub-monkeyc_ses-day293_task-listening_run-05_events.tsv
monkeyc	day293	listening	06	40	sub-monkeyc/ses-day293/ieeg/sub-monkeyc_ses-day293_task-listening_run-06_events.tsv
monkeyc	day293	reaching	01	39	sub-monkeyc/ses-day293/ieeg/sub-monkeyc_ses-day293_task-reaching_run-01_events.tsv
monkeyc	day293	reaching	02	42	sub-monkeyc/ses-day293/ieeg/sub-monkeyc_ses-day293_task-reaching_run-02_events.tsv
monkeyc	day293	reaching	03	42	sub-monkeyc/ses-day293/ieeg/sub-monkeyc_ses-day293_task-reaching_run-03_events.tsv
monkeyc	day295	pressing	01	16	sub-monkeyc/ses-day295/ieeg/sub-monkeyc_ses-day295_task-pressing_run-01_events.tsv
monkeyc	day295	pressing	02	54	sub-monkeyc/ses-day295/ieeg/sub-monkeyc_ses-day295_task-pressing_run-02_events.tsv
monkeyc	day298	pressing	01	91	sub-monkeyc/ses-day298/ieeg/sub-monkeyc_ses-day298_task-pressing_run-01_events.tsv
monkeyc	day300	sep	01	218	sub-monkeyc/ses-day300/ieeg/sub-monkeyc_ses-day300_task-sep_run-01_events.tsv
monkeyc	day300	sep	02	216	sub-monkeyc/ses-day300/ieeg/sub-monkeyc_ses-day300_task-sep_run-02_events.tsv
monkeyc	day301	listening	01	40	sub-monkeyc/ses-day301/ieeg/sub-monkeyc_ses-day301_task-listening_run-01_events.tsv
monkeyc	day301	listening	02	40	sub-monkeyc/ses-day301/ieeg/sub-monkeyc_ses-day301_task-listening_run-02_events.tsv
monkeyc	day301	listening	03	40	sub-monkeyc/ses-day301/ieeg/sub-monkeyc_ses-day301_task-listening_run-03_events.tsv
monkeyc	day301	listening	04	40	sub-monkeyc/ses-day301/ieeg/sub-monkeyc_ses-day301_task-listening_run-04_events.tsv
monkeyc	day301	pressing	01	105	sub-monkeyc/ses-day301/ieeg/sub-monkeyc_ses-day301_task-pressing_run-01_events.tsv
monkeyc	day305	pressing	01	12	sub-monkeyc/ses-day305/ieeg/sub-monkeyc_ses-day305_task-pressing_run-01_events.tsv
monkeyc	day305	pressing	02	80	sub-monkeyc/ses-day305/ieeg/sub-monkeyc_ses-day305_task-pressing_run-02_events.tsv
monkeyc	day307	listening	01	40	sub-monkeyc/ses-day307/ieeg/sub-monkeyc_ses-day307_task-listening_run-01_events.tsv
monkeyc	day307	listening	02	40	sub-monkeyc/ses-day307/ieeg/sub-monkeyc_ses-day307_task-listening_run-02_events.tsv
monkeyc	day307	listening	03	40	sub-monkeyc/ses-day307/ieeg/sub-monkeyc_ses-day307_task-listening_run-03_events.tsv
monkeyc	day307	listening	04	40	sub-monkeyc/ses-day307/ieeg/sub-monkeyc_ses-day307_task-listening_run-04_events.tsv
monkeyc	day307	reaching	01	58	sub-monkeyc/ses-day307/ieeg/sub-monkeyc_ses-day307_task-reaching_run-01_events.tsv
monkeyc	day307	reaching	02	56	sub-monkeyc/ses-day307/ieeg/sub-monkeyc_ses-day307_task-reaching_run-02_events.tsv
monkeyc	day308	pressing	01	102	sub-monkeyc/ses-day308/ieeg/sub-monkeyc_ses-day308_task-pressing_run-01_events.tsv
monkeyc	day312	pressing	01	80	sub-monkeyc/ses-day312/ieeg/sub-monkeyc_ses-day312_task-pressing_run-01_events.tsv
monkeyc	day312	pressing	02	46	sub-monkeyc/ses-day312/ieeg/sub-monkeyc_ses-day312_task-pressing_run-02_events.tsv
monkeyc	day315	listening	01	40	sub-monkeyc/ses-day315/ieeg/sub-monkeyc_ses-day315_task-listening_run-01_events.tsv
monkeyc	day315	listening	02	40	sub-monkeyc/ses-day315/ieeg/sub-monkeyc_ses-day315_task-listening_run-02_events.tsv
monkeyc	day315	listening	03	40	sub-monkeyc/ses-day315/ieeg/sub-monkeyc_ses-day315_task-listening_run-03_events.tsv
monkeyc	day315	listening	04	40	sub-monkeyc/ses-day315/ieeg/sub-monkeyc_ses-day315_task-listening_run-04_events.tsv
monkeyc	day315	pressing	01	48	sub-monkeyc/ses-day315/ieeg/sub-monkeyc_ses-day315_task-pressing_run-01_events.tsv
monkeyc	day315	pressing	02	26	sub-monkeyc/ses-day315/ieeg/sub-monkeyc_ses-day315_task-pressing_run-02_events.tsv
monkeyc	day319	pressing	01	94	sub-monkeyc/ses-day319/ieeg/sub-monkeyc_ses-day319_task-pressing_run-01_events.tsv
monkeyc	day321	listening	01	40	sub-monkeyc/ses-day321/ieeg/sub-monkeyc_ses-day321_task-listening_run-01_events.tsv
monkeyc	day321	listening	02	40	sub-monkeyc/ses-day321/ieeg/sub-monkeyc_ses-day321_task-listening_run-02_events.tsv
monkeyc	day321	listening	03	40	sub-monkeyc/ses-day321/ieeg/sub-monkeyc_ses-day321_task-listening_run-03_events.tsv
monkeyc	day321	listening	04	40	sub-monkeyc/ses-day321/ieeg/sub-monkeyc_ses-day321_task-listening_run-04_events.tsv
monkeyc	day321	reaching	01	16	sub-monkeyc/ses-day321/ieeg/sub-monkeyc_ses-day321_task-reaching_run-01_events.tsv
monkeyc	day321	reaching	02	26	sub-monkeyc/ses-day321/ieeg/sub-monkeyc_ses-day321_task-reaching_run-02_events.tsv
monkeyc	day321	reaching	03	63	sub-monkeyc/ses-day321/ieeg/sub-monkeyc_ses-day321_task-reaching_run-03_events.tsv
monkeyc	day322	pressing	01	15	sub-monkeyc/ses-day322/ieeg/sub-monkeyc_ses-day322_task-pressing_run-01_events.tsv
monkeyc	day322	pressing	02	35	sub-monkeyc/ses-day322/ieeg/sub-monkeyc_ses-day322_task-pressing_run-02_events.tsv
