onset	duration	trial_type	stim_file	response_type	response_time
39.492	1	stimulus_on	MiDoSo.wav	n/a	n/a
49.506	1	stimulus_on	MiSoDo.wav	n/a	n/a
59.544	1	stimulus_on	DoSoMi.wav	n/a	n/a
69.574	1	stimulus_on	DoSoMi.wav	n/a	n/a
79.610	1	stimulus_on	DoMiSo.wav	n/a	n/a
89.644	1	stimulus_on	DoMiSo.wav	n/a	n/a
99.720	1	stimulus_on	MiSoDo.wav	n/a	n/a
109.774	1	stimulus_on	DoMiSo.wav	n/a	n/a
119.806	1	stimulus_on	SoDoMi.wav	n/a	n/a
129.882	1	stimulus_on	SoMiDo.wav	n/a	n/a
139.936	1	stimulus_on	SoDoMi.wav	n/a	n/a
150.010	1	stimulus_on	SoMiDo.wav	n/a	n/a
160.064	1	stimulus_on	MiDoSo.wav	n/a	n/a
170.118	1	stimulus_on	SoDoMi.wav	n/a	n/a
180.174	1	stimulus_on	MiDoSo.wav	n/a	n/a
190.208	1	stimulus_on	MiSoDo.wav	n/a	n/a
200.242	1	stimulus_on	DoSoMi.wav	n/a	n/a
210.296	1	stimulus_on	DoSoMi.wav	n/a	n/a
220.350	1	stimulus_on	SoMiDo.wav	n/a	n/a
230.404	1	stimulus_on	DoMiSo.wav	n/a	n/a
240.440	1	stimulus_on	SoDoMi.wav	n/a	n/a
250.516	1	stimulus_on	SoDoMi.wav	n/a	n/a
260.570	1	stimulus_on	SoMiDo.wav	n/a	n/a
270.626	1	stimulus_on	MiDoSo.wav	n/a	n/a
280.680	1	stimulus_on	MiSoDo.wav	n/a	n/a
290.714	1	stimulus_on	SoMiDo.wav	n/a	n/a
300.768	1	stimulus_on	MiDoSo.wav	n/a	n/a
310.822	1	stimulus_on	MiSoDo.wav	n/a	n/a
320.894	1	stimulus_on	DoSoMi.wav	n/a	n/a
330.928	1	stimulus_on	DoMiSo.wav	n/a	n/a
