onset	duration	trial_type	stim_file	response_type	response_time
51.264	n/a	movement_start	n/a	left_hand	n/a
60.656	n/a	movement_start	n/a	left_hand	n/a
78.246	n/a	movement_start	n/a	left_hand	n/a
98.530	n/a	movement_start	n/a	left_hand	n/a
112.870	n/a	movement_start	n/a	left_hand	n/a
122.216	n/a	movement_start	n/a	left_hand	n/a
131.658	n/a	movement_start	n/a	left_hand	n/a
148.598	n/a	movement_start	n/a	left_hand	n/a
165.686	n/a	movement_start	n/a	left_hand	n/a
204.608	n/a	movement_start	n/a	left_hand	n/a
229.688	n/a	movement_start	n/a	left_hand	n/a
257.572	n/a	movement_start	n/a	left_hand	n/a
293.150	n/a	movement_start	n/a	left_hand	n/a
302.144	n/a	movement_start	n/a	left_hand	n/a
313.586	n/a	movement_start	n/a	left_hand	n/a
333.224	n/a	movement_start	n/a	left_hand	n/a
340.422	n/a	movement_start	n/a	left_hand	n/a
363.202	n/a	movement_start	n/a	left_hand	n/a
376.642	n/a	movement_start	n/a	left_hand	n/a
391.730	n/a	movement_start	n/a	left_hand	n/a
402.174	n/a	movement_start	n/a	left_hand	n/a
413.066	n/a	movement_start	n/a	left_hand	n/a
461.182	n/a	movement_start	n/a	left_hand	n/a
472.872	n/a	movement_start	n/a	left_hand	n/a
480.364	n/a	movement_start	n/a	left_hand	n/a
490.706	n/a	movement_start	n/a	left_hand	n/a
500.200	n/a	movement_start	n/a	left_hand	n/a
507.794	n/a	movement_start	n/a	left_hand	n/a
524.330	n/a	movement_start	n/a	left_hand	n/a
531.226	n/a	movement_start	n/a	left_hand	n/a
540.816	n/a	movement_start	n/a	left_hand	n/a
553.206	n/a	movement_start	n/a	left_hand	n/a
567.298	n/a	movement_start	n/a	left_hand	n/a
576.688	n/a	movement_start	n/a	left_hand	n/a
586.134	n/a	movement_start	n/a	left_hand	n/a
597.980	n/a	movement_start	n/a	left_hand	n/a
609.672	n/a	movement_start	n/a	left_hand	n/a
622.710	n/a	movement_start	n/a	left_hand	n/a
635.456	n/a	movement_start	n/a	left_hand	n/a
651.738	n/a	movement_start	n/a	left_hand	n/a
657.136	n/a	movement_start	n/a	left_hand	n/a
660.334	n/a	movement_start	n/a	left_hand	n/a
671.578	n/a	movement_start	n/a	left_hand	n/a
681.072	n/a	movement_start	n/a	left_hand	n/a
691.214	n/a	movement_start	n/a	left_hand	n/a
700.554	n/a	movement_start	n/a	left_hand	n/a
728.936	n/a	movement_start	n/a	left_hand	n/a
749.824	n/a	movement_start	n/a	left_hand	n/a
758.966	n/a	movement_start	n/a	left_hand	n/a
766.662	n/a	movement_start	n/a	left_hand	n/a
781.048	n/a	movement_start	n/a	left_hand	n/a
791.040	n/a	movement_start	n/a	left_hand	n/a
802.030	n/a	movement_start	n/a	left_hand	n/a
817.018	n/a	movement_start	n/a	left_hand	n/a
826.012	n/a	movement_start	n/a	left_hand	n/a
832.654	n/a	movement_start	n/a	left_hand	n/a
839.848	n/a	movement_start	n/a	left_hand	n/a
849.794	n/a	movement_start	n/a	left_hand	n/a
858.738	n/a	movement_start	n/a	left_hand	n/a
867.080	n/a	movement_start	n/a	left_hand	n/a
879.324	n/a	movement_start	n/a	left_hand	n/a
892.516	n/a	movement_start	n/a	left_hand	n/a
907.954	n/a	movement_start	n/a	left_hand	n/a
