onset	duration	trial_type	stim_file	response_type	response_time
36.486	n/a	movement_start	n/a	right_button	n/a
40.246	n/a	movement_start	n/a	right_button	n/a
56.442	n/a	movement_start	n/a	right_button	n/a
63.566	n/a	movement_start	n/a	left_button	n/a
82.120	n/a	movement_start	n/a	left_button	n/a
102.982	n/a	movement_start	n/a	left_button	n/a
110.206	n/a	movement_start	n/a	left_button	n/a
120.938	n/a	movement_start	n/a	right_button	n/a
127.760	n/a	movement_start	n/a	left_button	n/a
139.146	n/a	movement_start	n/a	left_button	n/a
146.166	n/a	movement_start	n/a	left_button	n/a
157.954	n/a	movement_start	n/a	left_button	n/a
167.332	n/a	movement_start	n/a	left_button	n/a
174.152	n/a	movement_start	n/a	left_button	n/a
180.222	n/a	movement_start	n/a	right_button	n/a
190.302	n/a	movement_start	n/a	left_button	n/a
197.174	n/a	movement_start	n/a	left_button	n/a
207.856	n/a	movement_start	n/a	left_button	n/a
221.900	n/a	movement_start	n/a	left_button	n/a
234.638	n/a	movement_start	n/a	left_button	n/a
241.912	n/a	movement_start	n/a	right_button	n/a
252.194	n/a	movement_start	n/a	left_button	n/a
258.964	n/a	movement_start	n/a	right_button	n/a
269.850	n/a	movement_start	n/a	left_button	n/a
280.582	n/a	movement_start	n/a	left_button	n/a
293.022	n/a	movement_start	n/a	right_button	n/a
299.792	n/a	movement_start	n/a	right_button	n/a
306.616	n/a	movement_start	n/a	right_button	n/a
316.442	n/a	movement_start	n/a	left_button	n/a
323.414	n/a	movement_start	n/a	left_button	n/a
337.560	n/a	movement_start	n/a	right_button	n/a
344.630	n/a	movement_start	n/a	left_button	n/a
366.600	n/a	movement_start	n/a	right_button	n/a
380.748	n/a	movement_start	n/a	right_button	n/a
390.178	n/a	movement_start	n/a	left_button	n/a
400.160	n/a	movement_start	n/a	right_button	n/a
407.734	n/a	movement_start	n/a	left_button	n/a
413.704	n/a	movement_start	n/a	right_button	n/a
420.474	n/a	movement_start	n/a	left_button	n/a
427.848	n/a	movement_start	n/a	left_button	n/a
437.328	n/a	movement_start	n/a	right_button	n/a
449.820	n/a	movement_start	n/a	left_button	n/a
467.072	n/a	movement_start	n/a	left_button	n/a
473.444	n/a	movement_start	n/a	right_button	n/a
485.028	n/a	movement_start	n/a	left_button	n/a
494.910	n/a	movement_start	n/a	right_button	n/a
508.802	n/a	movement_start	n/a	left_button	n/a
523.448	n/a	movement_start	n/a	right_button	n/a
535.084	n/a	movement_start	n/a	right_button	n/a
552.038	n/a	movement_start	n/a	left_button	n/a
558.756	n/a	movement_start	n/a	right_button	n/a
572.400	n/a	movement_start	n/a	left_button	n/a
583.586	n/a	movement_start	n/a	left_button	n/a
590.704	n/a	movement_start	n/a	right_button	n/a
615.282	n/a	movement_start	n/a	right_button	n/a
629.676	n/a	movement_start	n/a	left_button	n/a
640.812	n/a	movement_start	n/a	right_button	n/a
649.940	n/a	movement_start	n/a	left_button	n/a
656.362	n/a	movement_start	n/a	right_button	n/a
666.792	n/a	movement_start	n/a	right_button	n/a
675.520	n/a	movement_start	n/a	right_button	n/a
685.852	n/a	movement_start	n/a	right_button	n/a
704.114	n/a	movement_start	n/a	left_button	n/a
710.734	n/a	movement_start	n/a	right_button	n/a
722.318	n/a	movement_start	n/a	right_button	n/a
729.192	n/a	movement_start	n/a	right_button	n/a
745.396	n/a	movement_start	n/a	left_button	n/a
751.462	n/a	movement_start	n/a	right_button	n/a
760.090	n/a	movement_start	n/a	left_button	n/a
769.974	n/a	movement_start	n/a	right_button	n/a
776.846	n/a	movement_start	n/a	right_button	n/a
784.118	n/a	movement_start	n/a	right_button	n/a
790.942	n/a	movement_start	n/a	right_button	n/a
798.116	n/a	movement_start	n/a	left_button	n/a
816.376	n/a	movement_start	n/a	left_button	n/a
823.550	n/a	movement_start	n/a	right_button	n/a
