onset	duration	trial_type	stim_file	response_type	response_time
65.118	n/a	movement_start	n/a	left_hand	n/a
72.914	n/a	movement_start	n/a	left_hand	n/a
82.808	n/a	movement_start	n/a	left_hand	n/a
90.748	n/a	movement_start	n/a	left_hand	n/a
100.692	n/a	movement_start	n/a	left_hand	n/a
110.486	n/a	movement_start	n/a	left_hand	n/a
120.530	n/a	movement_start	n/a	left_hand	n/a
128.972	n/a	movement_start	n/a	left_hand	n/a
138.166	n/a	movement_start	n/a	left_hand	n/a
151.408	n/a	movement_start	n/a	left_hand	n/a
161.448	n/a	movement_start	n/a	left_hand	n/a
174.340	n/a	movement_start	n/a	left_hand	n/a
188.332	n/a	movement_start	n/a	left_hand	n/a
203.124	n/a	movement_start	n/a	left_hand	n/a
213.618	n/a	movement_start	n/a	left_hand	n/a
236.504	n/a	movement_start	n/a	left_hand	n/a
258.688	n/a	movement_start	n/a	left_hand	n/a
271.332	n/a	movement_start	n/a	left_hand	n/a
282.522	n/a	movement_start	n/a	left_hand	n/a
294.216	n/a	movement_start	n/a	left_hand	n/a
304.860	n/a	movement_start	n/a	left_hand	n/a
316.600	n/a	movement_start	n/a	left_hand	n/a
328.242	n/a	movement_start	n/a	left_hand	n/a
340.482	n/a	movement_start	n/a	left_hand	n/a
352.076	n/a	movement_start	n/a	left_hand	n/a
372.662	n/a	movement_start	n/a	left_hand	n/a
382.756	n/a	movement_start	n/a	left_hand	n/a
401.392	n/a	movement_start	n/a	left_hand	n/a
415.132	n/a	movement_start	n/a	left_hand	n/a
426.476	n/a	movement_start	n/a	left_hand	n/a
440.666	n/a	movement_start	n/a	left_hand	n/a
450.108	n/a	movement_start	n/a	left_hand	n/a
462.452	n/a	movement_start	n/a	left_hand	n/a
470.496	n/a	movement_start	n/a	left_hand	n/a
480.840	n/a	movement_start	n/a	left_hand	n/a
491.330	n/a	movement_start	n/a	left_hand	n/a
522.362	n/a	movement_start	n/a	left_hand	n/a
531.356	n/a	movement_start	n/a	left_hand	n/a
546.598	n/a	movement_start	n/a	left_hand	n/a
567.682	n/a	movement_start	n/a	left_hand	n/a
576.626	n/a	movement_start	n/a	left_hand	n/a
598.656	n/a	movement_start	n/a	left_hand	n/a
615.552	n/a	movement_start	n/a	left_hand	n/a
623.846	n/a	movement_start	n/a	left_hand	n/a
632.142	n/a	movement_start	n/a	left_hand	n/a
647.732	n/a	movement_start	n/a	left_hand	n/a
660.724	n/a	movement_start	n/a	left_hand	n/a
669.418	n/a	movement_start	n/a	left_hand	n/a
679.362	n/a	movement_start	n/a	left_hand	n/a
690.702	n/a	movement_start	n/a	left_hand	n/a
699.946	n/a	movement_start	n/a	left_hand	n/a
