onset	duration	trial_type	stim_side	amplitude_mA	response_type	response_time
33.080000	0.000200	ssep_stim	Right	2.500	n/a	n/a
33.228000	0.000200	ssep_stim	Right	2.500	n/a	n/a
33.376000	0.000200	ssep_stim	Right	2.500	n/a	n/a
33.522000	0.000200	ssep_stim	Right	2.500	n/a	n/a
33.672000	0.000200	ssep_stim	Right	2.500	n/a	n/a
33.818000	0.000200	ssep_stim	Right	2.500	n/a	n/a
33.966000	0.000200	ssep_stim	Right	2.500	n/a	n/a
34.114000	0.000200	ssep_stim	Right	2.500	n/a	n/a
34.260000	0.000200	ssep_stim	Right	2.500	n/a	n/a
34.408000	0.000200	ssep_stim	Right	2.500	n/a	n/a
34.554000	0.000200	ssep_stim	Right	2.500	n/a	n/a
34.702000	0.000200	ssep_stim	Right	2.500	n/a	n/a
34.850000	0.000200	ssep_stim	Right	2.500	n/a	n/a
34.998000	0.000200	ssep_stim	Right	2.500	n/a	n/a
35.146000	0.000200	ssep_stim	Right	2.500	n/a	n/a
35.292000	0.000200	ssep_stim	Right	2.500	n/a	n/a
35.440000	0.000200	ssep_stim	Right	2.500	n/a	n/a
35.590000	0.000200	ssep_stim	Right	2.500	n/a	n/a
35.736000	0.000200	ssep_stim	Right	2.500	n/a	n/a
35.884000	0.000200	ssep_stim	Right	2.500	n/a	n/a
36.030000	0.000200	ssep_stim	Right	2.500	n/a	n/a
36.178000	0.000200	ssep_stim	Right	2.500	n/a	n/a
36.328000	0.000200	ssep_stim	Right	2.500	n/a	n/a
36.472000	0.000200	ssep_stim	Right	2.500	n/a	n/a
36.620000	0.000200	ssep_stim	Right	2.500	n/a	n/a
36.768000	0.000200	ssep_stim	Right	2.500	n/a	n/a
36.916000	0.000200	ssep_stim	Right	2.500	n/a	n/a
37.066000	0.000200	ssep_stim	Right	2.500	n/a	n/a
37.212000	0.000200	ssep_stim	Right	2.500	n/a	n/a
37.360000	0.000200	ssep_stim	Right	2.500	n/a	n/a
37.508000	0.000200	ssep_stim	Right	2.500	n/a	n/a
37.656000	0.000200	ssep_stim	Right	2.500	n/a	n/a
37.804000	0.000200	ssep_stim	Right	2.500	n/a	n/a
37.948000	0.000200	ssep_stim	Right	2.500	n/a	n/a
38.098000	0.000200	ssep_stim	Right	2.500	n/a	n/a
38.246000	0.000200	ssep_stim	Right	2.500	n/a	n/a
38.392000	0.000200	ssep_stim	Right	2.500	n/a	n/a
38.542000	0.000200	ssep_stim	Right	2.500	n/a	n/a
38.688000	0.000200	ssep_stim	Right	2.500	n/a	n/a
38.836000	0.000200	ssep_stim	Right	2.500	n/a	n/a
38.984000	0.000200	ssep_stim	Right	2.500	n/a	n/a
39.130000	0.000200	ssep_stim	Right	2.500	n/a	n/a
39.280000	0.000200	ssep_stim	Right	2.500	n/a	n/a
39.426000	0.000200	ssep_stim	Right	2.500	n/a	n/a
39.574000	0.000200	ssep_stim	Right	2.500	n/a	n/a
39.722000	0.000200	ssep_stim	Right	2.500	n/a	n/a
39.870000	0.000200	ssep_stim	Right	2.500	n/a	n/a
40.018000	0.000200	ssep_stim	Right	2.500	n/a	n/a
40.166000	0.000200	ssep_stim	Right	2.500	n/a	n/a
40.310000	0.000200	ssep_stim	Right	2.500	n/a	n/a
40.462000	0.000200	ssep_stim	Right	2.500	n/a	n/a
40.608000	0.000200	ssep_stim	Right	2.500	n/a	n/a
40.754000	0.000200	ssep_stim	Right	2.500	n/a	n/a
40.902000	0.000200	ssep_stim	Right	2.500	n/a	n/a
41.052000	0.000200	ssep_stim	Right	2.500	n/a	n/a
41.200000	0.000200	ssep_stim	Right	2.500	n/a	n/a
41.346000	0.000200	ssep_stim	Right	2.500	n/a	n/a
41.494000	0.000200	ssep_stim	Right	2.500	n/a	n/a
41.642000	0.000200	ssep_stim	Right	2.500	n/a	n/a
41.788000	0.000200	ssep_stim	Right	2.500	n/a	n/a
41.936000	0.000200	ssep_stim	Right	2.500	n/a	n/a
42.084000	0.000200	ssep_stim	Right	2.500	n/a	n/a
42.232000	0.000200	ssep_stim	Right	2.500	n/a	n/a
42.380000	0.000200	ssep_stim	Right	2.500	n/a	n/a
42.526000	0.000200	ssep_stim	Right	2.500	n/a	n/a
42.674000	0.000200	ssep_stim	Right	2.500	n/a	n/a
42.822000	0.000200	ssep_stim	Right	2.500	n/a	n/a
42.970000	0.000200	ssep_stim	Right	2.500	n/a	n/a
43.118000	0.000200	ssep_stim	Right	2.500	n/a	n/a
43.264000	0.000200	ssep_stim	Right	2.500	n/a	n/a
43.414000	0.000200	ssep_stim	Right	2.500	n/a	n/a
43.560000	0.000200	ssep_stim	Right	2.500	n/a	n/a
43.708000	0.000200	ssep_stim	Right	2.500	n/a	n/a
43.856000	0.000200	ssep_stim	Right	2.500	n/a	n/a
44.004000	0.000200	ssep_stim	Right	2.500	n/a	n/a
44.152000	0.000200	ssep_stim	Right	2.500	n/a	n/a
44.300000	0.000200	ssep_stim	Right	2.500	n/a	n/a
44.446000	0.000200	ssep_stim	Right	2.500	n/a	n/a
44.594000	0.000200	ssep_stim	Right	2.500	n/a	n/a
44.740000	0.000200	ssep_stim	Right	2.500	n/a	n/a
44.888000	0.000200	ssep_stim	Right	2.500	n/a	n/a
45.036000	0.000200	ssep_stim	Right	2.500	n/a	n/a
45.184000	0.000200	ssep_stim	Right	2.500	n/a	n/a
45.332000	0.000200	ssep_stim	Right	2.500	n/a	n/a
45.478000	0.000200	ssep_stim	Right	2.500	n/a	n/a
