onset	duration	trial_type	stim_file	response_type	response_time
33.596	n/a	movement_start	n/a	right_button	1.216
44.092	n/a	movement_start	n/a	right_button	0.216
52.286	n/a	movement_start	n/a	right_button	0.218
56.784	n/a	movement_start	n/a	left_button	0.366
72.128	n/a	movement_start	n/a	right_button	0.216
85.470	n/a	movement_start	n/a	right_button	1.018
92.966	n/a	movement_start	n/a	right_button	0.216
109.758	n/a	movement_start	n/a	right_button	0.268
117.904	n/a	movement_start	n/a	right_button	0.216
127.300	n/a	movement_start	n/a	right_button	0.216
130.946	n/a	movement_start	n/a	right_button	0.218
139.442	n/a	movement_start	n/a	right_button	0.218
146.690	n/a	movement_start	n/a	right_button	0.316
164.678	n/a	movement_start	n/a	left_button	0.468
178.770	n/a	movement_start	n/a	right_button	0.416
196.962	n/a	movement_start	n/a	right_button	0.216
208.954	n/a	movement_start	n/a	right_button	0.218
219.700	n/a	movement_start	n/a	right_button	0.216
230.444	n/a	movement_start	n/a	right_button	1.216
251.282	n/a	movement_start	n/a	left_button	0.818
260.528	n/a	movement_start	n/a	left_button	0.316
276.220	n/a	movement_start	n/a	right_button	0.216
285.164	n/a	movement_start	n/a	right_button	0.216
289.910	n/a	movement_start	n/a	right_button	0.168
307.206	n/a	movement_start	n/a	right_button	0.166
311.802	n/a	movement_start	n/a	left_button	0.318
331.944	n/a	movement_start	n/a	right_button	0.266
345.888	n/a	movement_start	n/a	right_button	0.168
352.934	n/a	movement_start	n/a	left_button	0.366
374.176	n/a	movement_start	n/a	right_button	0.166
379.672	n/a	movement_start	n/a	left_button	0.368
386.922	n/a	movement_start	n/a	right_button	0.166
405.812	n/a	movement_start	n/a	right_button	0.316
426.052	n/a	movement_start	n/a	right_button	0.216
439.596	n/a	movement_start	n/a	right_button	0.214
451.140	n/a	movement_start	n/a	right_button	0.266
455.736	n/a	movement_start	n/a	left_button	0.366
471.228	n/a	movement_start	n/a	right_button	0.218
509.160	n/a	movement_start	n/a	right_button	0.268
513.608	n/a	movement_start	n/a	right_button	0.164
518.704	n/a	movement_start	n/a	right_button	0.316
564.728	n/a	movement_start	n/a	right_button	0.418
572.924	n/a	movement_start	n/a	right_button	0.218
587.168	n/a	movement_start	n/a	left_button	1.464
622.242	n/a	movement_start	n/a	right_button	0.220
636.236	n/a	movement_start	n/a	right_button	0.216
646.028	n/a	movement_start	n/a	right_button	0.168
652.524	n/a	movement_start	n/a	right_button	0.268
662.668	n/a	movement_start	n/a	right_button	0.264
675.958	n/a	movement_start	n/a	right_button	0.266
688.200	n/a	movement_start	n/a	right_button	0.268
692.698	n/a	movement_start	n/a	right_button	0.816
698.744	n/a	movement_start	n/a	right_button	0.218
709.786	n/a	movement_start	n/a	right_button	0.166
732.720	n/a	movement_start	n/a	left_button	0.366
739.166	n/a	movement_start	n/a	right_button	0.214
751.358	n/a	movement_start	n/a	right_button	0.214
763.298	n/a	movement_start	n/a	right_button	0.368
778.432	n/a	movement_start	n/a	right_button	0.272
790.828	n/a	movement_start	n/a	right_button	0.166
801.172	n/a	movement_start	n/a	left_button	0.414
838.094	n/a	movement_start	n/a	right_button	0.216
842.590	n/a	movement_start	n/a	left_button	0.466
859.830	n/a	movement_start	n/a	right_button	0.266
872.168	n/a	movement_start	n/a	right_button	0.268
905.548	n/a	movement_start	n/a	right_button	0.214
912.240	n/a	movement_start	n/a	right_button	0.168
919.386	n/a	movement_start	n/a	left_button	0.418
940.022	n/a	movement_start	n/a	right_button	0.220
953.116	n/a	movement_start	n/a	right_button	0.218
960.612	n/a	movement_start	n/a	left_button	0.416
979.098	n/a	movement_start	n/a	right_button	0.268
988.144	n/a	movement_start	n/a	left_button	0.368
1004.338	n/a	movement_start	n/a	right_button	0.318
1014.384	n/a	movement_start	n/a	right_button	0.214
1024.426	n/a	movement_start	n/a	right_button	0.218
1035.722	n/a	movement_start	n/a	right_button	0.616
1047.664	n/a	movement_start	n/a	right_button	0.170
1056.862	n/a	movement_start	n/a	right_button	0.168
1065.310	n/a	movement_start	n/a	right_button	0.170
1080.902	n/a	movement_start	n/a	right_button	0.264
1097.140	n/a	movement_start	n/a	right_button	0.168
1107.536	n/a	movement_start	n/a	left_button	0.768
1127.226	n/a	movement_start	n/a	right_button	0.166
1140.418	n/a	movement_start	n/a	right_button	0.164
1150.510	n/a	movement_start	n/a	right_button	0.218
1180.492	n/a	movement_start	n/a	right_button	0.218
1199.030	n/a	movement_start	n/a	right_button	0.268
1208.674	n/a	movement_start	n/a	left_button	0.266
1221.116	n/a	movement_start	n/a	right_button	0.266
1231.158	n/a	movement_start	n/a	right_button	0.222
1244.048	n/a	movement_start	n/a	right_button	0.220
1292.472	n/a	movement_start	n/a	right_button	0.214
1298.816	n/a	movement_start	n/a	right_button	0.218
1309.362	n/a	movement_start	n/a	right_button	0.266
1315.408	n/a	movement_start	n/a	left_button	0.218
1324.906	n/a	movement_start	n/a	right_button	0.214
1332.402	n/a	movement_start	n/a	left_button	0.366
1343.646	n/a	movement_start	n/a	right_button	0.218
1347.890	n/a	movement_start	n/a	right_button	0.220
1358.488	n/a	movement_start	n/a	right_button	0.216
1381.474	n/a	movement_start	n/a	right_button	0.166
1395.814	n/a	movement_start	n/a	left_button	0.314
1406.104	n/a	movement_start	n/a	left_button	0.370
1419.546	n/a	movement_start	n/a	right_button	0.218
