onset	duration	trial_type	stim_side	amplitude_mA	response_type	response_time
44.614000	0.000200	ssep_stim	Right	2.500	n/a	n/a
44.884000	0.000200	ssep_stim	Right	2.500	n/a	n/a
45.156000	0.000200	ssep_stim	Right	2.500	n/a	n/a
45.426000	0.000200	ssep_stim	Right	2.500	n/a	n/a
45.697000	0.000200	ssep_stim	Right	2.500	n/a	n/a
45.968000	0.000200	ssep_stim	Right	2.500	n/a	n/a
46.238000	0.000200	ssep_stim	Right	2.500	n/a	n/a
46.506000	0.000200	ssep_stim	Right	2.500	n/a	n/a
46.778000	0.000200	ssep_stim	Right	2.500	n/a	n/a
47.050000	0.000200	ssep_stim	Right	2.500	n/a	n/a
47.322000	0.000200	ssep_stim	Right	2.500	n/a	n/a
47.592000	0.000200	ssep_stim	Right	2.500	n/a	n/a
47.864000	0.000200	ssep_stim	Right	2.500	n/a	n/a
48.134000	0.000200	ssep_stim	Right	2.500	n/a	n/a
48.406000	0.000200	ssep_stim	Right	2.500	n/a	n/a
48.676000	0.000200	ssep_stim	Right	2.500	n/a	n/a
48.948000	0.000200	ssep_stim	Right	2.500	n/a	n/a
49.216000	0.000200	ssep_stim	Right	2.500	n/a	n/a
49.492000	0.000200	ssep_stim	Right	2.500	n/a	n/a
49.758000	0.000200	ssep_stim	Right	2.500	n/a	n/a
50.030000	0.000200	ssep_stim	Right	2.500	n/a	n/a
50.298000	0.000200	ssep_stim	Right	2.500	n/a	n/a
50.570000	0.000200	ssep_stim	Right	2.500	n/a	n/a
50.840000	0.000200	ssep_stim	Right	2.500	n/a	n/a
51.112000	0.000200	ssep_stim	Right	2.500	n/a	n/a
51.384000	0.000200	ssep_stim	Right	2.500	n/a	n/a
51.656000	0.000200	ssep_stim	Right	2.500	n/a	n/a
51.922000	0.000200	ssep_stim	Right	2.500	n/a	n/a
52.196000	0.000200	ssep_stim	Right	2.500	n/a	n/a
52.464000	0.000200	ssep_stim	Right	2.500	n/a	n/a
52.738000	0.000200	ssep_stim	Right	2.500	n/a	n/a
53.006000	0.000200	ssep_stim	Right	2.500	n/a	n/a
53.278000	0.000200	ssep_stim	Right	2.500	n/a	n/a
53.546000	0.000200	ssep_stim	Right	2.500	n/a	n/a
53.818000	0.000200	ssep_stim	Right	2.500	n/a	n/a
54.090000	0.000200	ssep_stim	Right	2.500	n/a	n/a
54.362000	0.000200	ssep_stim	Right	2.500	n/a	n/a
54.632000	0.000200	ssep_stim	Right	2.500	n/a	n/a
54.904000	0.000200	ssep_stim	Right	2.500	n/a	n/a
55.172000	0.000200	ssep_stim	Right	2.500	n/a	n/a
55.444000	0.000200	ssep_stim	Right	2.500	n/a	n/a
55.714000	0.000200	ssep_stim	Right	2.500	n/a	n/a
55.984000	0.000200	ssep_stim	Right	2.500	n/a	n/a
56.256000	0.000200	ssep_stim	Right	2.500	n/a	n/a
56.526000	0.000200	ssep_stim	Right	2.500	n/a	n/a
56.798000	0.000200	ssep_stim	Right	2.500	n/a	n/a
57.068000	0.000200	ssep_stim	Right	2.500	n/a	n/a
57.338000	0.000200	ssep_stim	Right	2.500	n/a	n/a
57.610000	0.000200	ssep_stim	Right	2.500	n/a	n/a
57.880000	0.000200	ssep_stim	Right	2.500	n/a	n/a
58.152000	0.000200	ssep_stim	Right	2.500	n/a	n/a
58.422000	0.000200	ssep_stim	Right	2.500	n/a	n/a
58.694000	0.000200	ssep_stim	Right	2.500	n/a	n/a
58.964000	0.000200	ssep_stim	Right	2.500	n/a	n/a
59.236000	0.000200	ssep_stim	Right	2.500	n/a	n/a
59.506000	0.000200	ssep_stim	Right	2.500	n/a	n/a
59.778000	0.000200	ssep_stim	Right	2.500	n/a	n/a
60.046000	0.000200	ssep_stim	Right	2.500	n/a	n/a
60.320000	0.000200	ssep_stim	Right	2.500	n/a	n/a
60.586000	0.000200	ssep_stim	Right	2.500	n/a	n/a
60.864000	0.000200	ssep_stim	Right	2.500	n/a	n/a
61.128000	0.000200	ssep_stim	Right	2.500	n/a	n/a
61.404000	0.000200	ssep_stim	Right	2.500	n/a	n/a
61.670000	0.000200	ssep_stim	Right	2.500	n/a	n/a
61.942000	0.000200	ssep_stim	Right	2.500	n/a	n/a
62.214000	0.000200	ssep_stim	Right	2.500	n/a	n/a
62.484000	0.000200	ssep_stim	Right	2.500	n/a	n/a
62.756000	0.000200	ssep_stim	Right	2.500	n/a	n/a
63.028000	0.000200	ssep_stim	Right	2.500	n/a	n/a
63.298000	0.000200	ssep_stim	Right	2.500	n/a	n/a
63.570000	0.000200	ssep_stim	Right	2.500	n/a	n/a
63.838000	0.000200	ssep_stim	Right	2.500	n/a	n/a
64.112000	0.000200	ssep_stim	Right	2.500	n/a	n/a
64.380000	0.000200	ssep_stim	Right	2.500	n/a	n/a
64.652000	0.000200	ssep_stim	Right	2.500	n/a	n/a
64.922000	0.000200	ssep_stim	Right	2.500	n/a	n/a
65.194000	0.000200	ssep_stim	Right	2.500	n/a	n/a
65.464000	0.000200	ssep_stim	Right	2.500	n/a	n/a
65.736000	0.000200	ssep_stim	Right	2.500	n/a	n/a
66.006000	0.000200	ssep_stim	Right	2.500	n/a	n/a
66.278000	0.000200	ssep_stim	Right	2.500	n/a	n/a
66.548000	0.000200	ssep_stim	Right	2.500	n/a	n/a
66.820000	0.000200	ssep_stim	Right	2.500	n/a	n/a
67.088000	0.000200	ssep_stim	Right	2.500	n/a	n/a
67.360000	0.000200	ssep_stim	Right	2.500	n/a	n/a
67.630000	0.000200	ssep_stim	Right	2.500	n/a	n/a
67.900000	0.000200	ssep_stim	Right	2.500	n/a	n/a
68.170000	0.000200	ssep_stim	Right	2.500	n/a	n/a
68.442000	0.000200	ssep_stim	Right	2.500	n/a	n/a
68.712000	0.000200	ssep_stim	Right	2.500	n/a	n/a
68.984000	0.000200	ssep_stim	Right	2.500	n/a	n/a
69.254000	0.000200	ssep_stim	Right	2.500	n/a	n/a
69.526000	0.000200	ssep_stim	Right	2.500	n/a	n/a
69.796000	0.000200	ssep_stim	Right	2.500	n/a	n/a
70.068000	0.000200	ssep_stim	Right	2.500	n/a	n/a
70.338000	0.000200	ssep_stim	Right	2.500	n/a	n/a
70.610000	0.000200	ssep_stim	Right	2.500	n/a	n/a
70.880000	0.000200	ssep_stim	Right	2.500	n/a	n/a
71.150000	0.000200	ssep_stim	Right	2.500	n/a	n/a
71.422000	0.000200	ssep_stim	Right	2.500	n/a	n/a
