onset	duration	trial_type	stim_file	response_type	response_time
60.520	1	stimulus_on	MiDoSo.wav	n/a	n/a
70.574	1	stimulus_on	DoSoMi.wav	n/a	n/a
80.644	1	stimulus_on	DoMiSo.wav	n/a	n/a
90.712	1	stimulus_on	SoMiDo.wav	n/a	n/a
100.822	1	stimulus_on	DoSoMi.wav	n/a	n/a
110.934	1	stimulus_on	DoMiSo.wav	n/a	n/a
121.026	1	stimulus_on	SoMiDo.wav	n/a	n/a
131.096	1	stimulus_on	MiDoSo.wav	n/a	n/a
141.166	1	stimulus_on	DoSoMi.wav	n/a	n/a
151.238	1	stimulus_on	DoMiSo.wav	n/a	n/a
161.348	1	stimulus_on	DoMiSo.wav	n/a	n/a
171.440	1	stimulus_on	SoMiDo.wav	n/a	n/a
181.510	1	stimulus_on	MiDoSo.wav	n/a	n/a
191.622	1	stimulus_on	MiDoSo.wav	n/a	n/a
201.692	1	stimulus_on	MiDoSo.wav	n/a	n/a
211.764	1	stimulus_on	DoSoMi.wav	n/a	n/a
221.834	1	stimulus_on	MiDoSo.wav	n/a	n/a
231.906	1	stimulus_on	MiDoSo.wav	n/a	n/a
241.998	1	stimulus_on	DoSoMi.wav	n/a	n/a
252.108	1	stimulus_on	DoSoMi.wav	n/a	n/a
262.200	1	stimulus_on	DoMiSo.wav	n/a	n/a
272.270	1	stimulus_on	SoMiDo.wav	n/a	n/a
282.340	1	stimulus_on	DoSoMi.wav	n/a	n/a
292.412	1	stimulus_on	DoMiSo.wav	n/a	n/a
302.484	1	stimulus_on	SoMiDo.wav	n/a	n/a
312.594	1	stimulus_on	DoSoMi.wav	n/a	n/a
322.686	1	stimulus_on	DoSoMi.wav	n/a	n/a
332.798	1	stimulus_on	DoMiSo.wav	n/a	n/a
342.892	1	stimulus_on	SoMiDo.wav	n/a	n/a
352.982	1	stimulus_on	MiDoSo.wav	n/a	n/a
363.054	1	stimulus_on	SoMiDo.wav	n/a	n/a
373.126	1	stimulus_on	MiDoSo.wav	n/a	n/a
383.194	1	stimulus_on	DoSoMi.wav	n/a	n/a
393.284	1	stimulus_on	DoMiSo.wav	n/a	n/a
403.354	1	stimulus_on	DoMiSo.wav	n/a	n/a
413.426	1	stimulus_on	SoMiDo.wav	n/a	n/a
423.536	1	stimulus_on	MiDoSo.wav	n/a	n/a
433.608	1	stimulus_on	SoMiDo.wav	n/a	n/a
443.700	1	stimulus_on	DoMiSo.wav	n/a	n/a
453.770	1	stimulus_on	SoMiDo.wav	n/a	n/a
