onset	duration	trial_type	stim_side	amplitude_mA	response_type	response_time
16.271000	0.000200	ssep_stim	Right	2.500	n/a	n/a
16.414000	0.000200	ssep_stim	Right	2.500	n/a	n/a
16.560000	0.000200	ssep_stim	Right	2.500	n/a	n/a
16.705000	0.000200	ssep_stim	Right	2.500	n/a	n/a
16.847000	0.000200	ssep_stim	Right	2.500	n/a	n/a
16.990000	0.000200	ssep_stim	Right	2.500	n/a	n/a
17.131000	0.000200	ssep_stim	Right	2.500	n/a	n/a
17.281000	0.000200	ssep_stim	Right	2.500	n/a	n/a
17.420000	0.000200	ssep_stim	Right	2.500	n/a	n/a
17.563000	0.000200	ssep_stim	Right	2.500	n/a	n/a
17.710000	0.000200	ssep_stim	Right	2.500	n/a	n/a
17.856000	0.000200	ssep_stim	Right	2.500	n/a	n/a
17.995000	0.000200	ssep_stim	Right	2.500	n/a	n/a
18.135000	0.000200	ssep_stim	Right	2.500	n/a	n/a
18.285000	0.000200	ssep_stim	Right	2.500	n/a	n/a
18.427000	0.000200	ssep_stim	Right	2.500	n/a	n/a
18.570000	0.000200	ssep_stim	Right	2.500	n/a	n/a
18.711000	0.000200	ssep_stim	Right	2.500	n/a	n/a
18.856000	0.000200	ssep_stim	Right	2.500	n/a	n/a
18.998000	0.000200	ssep_stim	Right	2.500	n/a	n/a
19.138000	0.000200	ssep_stim	Right	2.500	n/a	n/a
19.430000	0.000200	ssep_stim	Right	2.500	n/a	n/a
19.575000	0.000200	ssep_stim	Right	2.500	n/a	n/a
19.716000	0.000200	ssep_stim	Right	2.500	n/a	n/a
19.861000	0.000200	ssep_stim	Right	2.500	n/a	n/a
20.006000	0.000200	ssep_stim	Right	2.500	n/a	n/a
20.149000	0.000200	ssep_stim	Right	2.500	n/a	n/a
20.291000	0.000200	ssep_stim	Right	2.500	n/a	n/a
20.430000	0.000200	ssep_stim	Right	2.500	n/a	n/a
20.569000	0.000200	ssep_stim	Right	2.500	n/a	n/a
20.707000	0.000200	ssep_stim	Right	2.500	n/a	n/a
20.845000	0.000200	ssep_stim	Right	2.500	n/a	n/a
20.981000	0.000200	ssep_stim	Right	2.500	n/a	n/a
21.123000	0.000200	ssep_stim	Right	2.500	n/a	n/a
21.266000	0.000200	ssep_stim	Right	2.500	n/a	n/a
21.412000	0.000200	ssep_stim	Right	2.500	n/a	n/a
21.549000	0.000200	ssep_stim	Right	2.500	n/a	n/a
21.690000	0.000200	ssep_stim	Right	2.500	n/a	n/a
21.831000	0.000200	ssep_stim	Right	2.500	n/a	n/a
21.975000	0.000200	ssep_stim	Right	2.500	n/a	n/a
22.112000	0.000200	ssep_stim	Right	2.500	n/a	n/a
22.252000	0.000200	ssep_stim	Right	2.500	n/a	n/a
22.399000	0.000200	ssep_stim	Right	2.500	n/a	n/a
22.539000	0.000200	ssep_stim	Right	2.500	n/a	n/a
22.684000	0.000200	ssep_stim	Right	2.500	n/a	n/a
22.828000	0.000200	ssep_stim	Right	2.500	n/a	n/a
22.972000	0.000200	ssep_stim	Right	2.500	n/a	n/a
23.108000	0.000200	ssep_stim	Right	2.500	n/a	n/a
23.252000	0.000200	ssep_stim	Right	2.500	n/a	n/a
23.395000	0.000200	ssep_stim	Right	2.500	n/a	n/a
23.536000	0.000200	ssep_stim	Right	2.500	n/a	n/a
23.673000	0.000200	ssep_stim	Right	2.500	n/a	n/a
23.820000	0.000200	ssep_stim	Right	2.500	n/a	n/a
23.963000	0.000200	ssep_stim	Right	2.500	n/a	n/a
24.102000	0.000200	ssep_stim	Right	2.500	n/a	n/a
24.251000	0.000200	ssep_stim	Right	2.500	n/a	n/a
24.393000	0.000200	ssep_stim	Right	2.500	n/a	n/a
24.532000	0.000200	ssep_stim	Right	2.500	n/a	n/a
24.676000	0.000200	ssep_stim	Right	2.500	n/a	n/a
24.818000	0.000200	ssep_stim	Right	2.500	n/a	n/a
24.960000	0.000200	ssep_stim	Right	2.500	n/a	n/a
25.095000	0.000200	ssep_stim	Right	2.500	n/a	n/a
25.236000	0.000200	ssep_stim	Right	2.500	n/a	n/a
25.385000	0.000200	ssep_stim	Right	2.500	n/a	n/a
25.528000	0.000200	ssep_stim	Right	2.500	n/a	n/a
25.669000	0.000200	ssep_stim	Right	2.500	n/a	n/a
25.806000	0.000200	ssep_stim	Right	2.500	n/a	n/a
25.947000	0.000200	ssep_stim	Right	2.500	n/a	n/a
26.085000	0.000200	ssep_stim	Right	2.500	n/a	n/a
26.229000	0.000200	ssep_stim	Right	2.500	n/a	n/a
26.378000	0.000200	ssep_stim	Right	2.500	n/a	n/a
26.520000	0.000200	ssep_stim	Right	2.500	n/a	n/a
26.665000	0.000200	ssep_stim	Right	2.500	n/a	n/a
26.807000	0.000200	ssep_stim	Right	2.500	n/a	n/a
26.947000	0.000200	ssep_stim	Right	2.500	n/a	n/a
27.095000	0.000200	ssep_stim	Right	2.500	n/a	n/a
27.235000	0.000200	ssep_stim	Right	2.500	n/a	n/a
27.383000	0.000200	ssep_stim	Right	2.500	n/a	n/a
27.526000	0.000200	ssep_stim	Right	2.500	n/a	n/a
27.666000	0.000200	ssep_stim	Right	2.500	n/a	n/a
27.816000	0.000200	ssep_stim	Right	2.500	n/a	n/a
27.958000	0.000200	ssep_stim	Right	2.500	n/a	n/a
28.102000	0.000200	ssep_stim	Right	2.500	n/a	n/a
28.247000	0.000200	ssep_stim	Right	2.500	n/a	n/a
28.386000	0.000200	ssep_stim	Right	2.500	n/a	n/a
28.533000	0.000200	ssep_stim	Right	2.500	n/a	n/a
28.672000	0.000200	ssep_stim	Right	2.500	n/a	n/a
28.808000	0.000200	ssep_stim	Right	2.500	n/a	n/a
28.944000	0.000200	ssep_stim	Right	2.500	n/a	n/a
29.086000	0.000200	ssep_stim	Right	2.500	n/a	n/a
29.227000	0.000200	ssep_stim	Right	2.500	n/a	n/a
29.373000	0.000200	ssep_stim	Right	2.500	n/a	n/a
29.520000	0.000200	ssep_stim	Right	2.500	n/a	n/a
29.662000	0.000200	ssep_stim	Right	2.500	n/a	n/a
29.806000	0.000200	ssep_stim	Right	2.500	n/a	n/a
29.947000	0.000200	ssep_stim	Right	2.500	n/a	n/a
30.091000	0.000200	ssep_stim	Right	2.500	n/a	n/a
30.232000	0.000200	ssep_stim	Right	2.500	n/a	n/a
30.373000	0.000200	ssep_stim	Right	2.500	n/a	n/a
30.515000	0.000200	ssep_stim	Right	2.500	n/a	n/a
30.659000	0.000200	ssep_stim	Right	2.500	n/a	n/a
30.798000	0.000200	ssep_stim	Right	2.500	n/a	n/a
30.939000	0.000200	ssep_stim	Right	2.500	n/a	n/a
31.079000	0.000200	ssep_stim	Right	2.500	n/a	n/a
31.220000	0.000200	ssep_stim	Right	2.500	n/a	n/a
31.363000	0.000200	ssep_stim	Right	2.500	n/a	n/a
31.509000	0.000200	ssep_stim	Right	2.500	n/a	n/a
31.653000	0.000200	ssep_stim	Right	2.500	n/a	n/a
31.797000	0.000200	ssep_stim	Right	2.500	n/a	n/a
31.938000	0.000200	ssep_stim	Right	2.500	n/a	n/a
32.083000	0.000200	ssep_stim	Right	2.500	n/a	n/a
32.221000	0.000200	ssep_stim	Right	2.500	n/a	n/a
32.360000	0.000200	ssep_stim	Right	2.500	n/a	n/a
32.503000	0.000200	ssep_stim	Right	2.500	n/a	n/a
32.646000	0.000200	ssep_stim	Right	2.500	n/a	n/a
32.793000	0.000200	ssep_stim	Right	2.500	n/a	n/a
32.932000	0.000200	ssep_stim	Right	2.500	n/a	n/a
33.076000	0.000200	ssep_stim	Right	2.500	n/a	n/a
33.219000	0.000200	ssep_stim	Right	2.500	n/a	n/a
33.363000	0.000200	ssep_stim	Right	2.500	n/a	n/a
33.506000	0.000200	ssep_stim	Right	2.500	n/a	n/a
33.641000	0.000200	ssep_stim	Right	2.500	n/a	n/a
33.786000	0.000200	ssep_stim	Right	2.500	n/a	n/a
33.927000	0.000200	ssep_stim	Right	2.500	n/a	n/a
34.061000	0.000200	ssep_stim	Right	2.500	n/a	n/a
34.197000	0.000200	ssep_stim	Right	2.500	n/a	n/a
34.342000	0.000200	ssep_stim	Right	2.500	n/a	n/a
34.483000	0.000200	ssep_stim	Right	2.500	n/a	n/a
34.620000	0.000200	ssep_stim	Right	2.500	n/a	n/a
34.763000	0.000200	ssep_stim	Right	2.500	n/a	n/a
34.907000	0.000200	ssep_stim	Right	2.500	n/a	n/a
35.052000	0.000200	ssep_stim	Right	2.500	n/a	n/a
