onset	duration	trial_type	stim_file	response_type	response_time
32.046	n/a	movement_start	n/a	right_button	n/a
40.474	n/a	movement_start	n/a	left_button	n/a
50.654	n/a	movement_start	n/a	left_button	n/a
61.436	n/a	movement_start	n/a	right_button	n/a
73.822	n/a	movement_start	n/a	right_button	n/a
86.914	n/a	movement_start	n/a	left_button	n/a
109.382	n/a	movement_start	n/a	right_button	n/a
131.900	n/a	movement_start	n/a	right_button	n/a
137.568	n/a	movement_start	n/a	left_button	n/a
142.232	n/a	movement_start	n/a	left_button	n/a
150.808	n/a	movement_start	n/a	right_button	n/a
162.044	n/a	movement_start	n/a	left_button	n/a
187.620	n/a	movement_start	n/a	right_button	n/a
194.790	n/a	movement_start	n/a	left_button	n/a
221.924	n/a	movement_start	n/a	right_button	n/a
233.962	n/a	movement_start	n/a	right_button	n/a
241.684	n/a	movement_start	n/a	left_button	n/a
251.512	n/a	movement_start	n/a	right_button	n/a
262.648	n/a	movement_start	n/a	left_button	n/a
272.276	n/a	movement_start	n/a	right_button	n/a
281.154	n/a	movement_start	n/a	left_button	n/a
