onset	duration	trial_type	stim_file	response_type	response_time
23.256	n/a	movement_start	n/a	right_hand	n/a
34.386	n/a	movement_start	n/a	right_hand	n/a
53.638	n/a	movement_start	n/a	right_hand	n/a
68.028	n/a	movement_start	n/a	right_hand	n/a
86.330	n/a	movement_start	n/a	right_hand	n/a
108.642	n/a	movement_start	n/a	right_hand	n/a
124.788	n/a	movement_start	n/a	right_hand	n/a
135.568	n/a	movement_start	n/a	right_hand	n/a
156.378	n/a	movement_start	n/a	right_hand	n/a
174.580	n/a	movement_start	n/a	right_hand	n/a
188.066	n/a	movement_start	n/a	right_hand	n/a
204.464	n/a	movement_start	n/a	right_hand	n/a
223.267	n/a	movement_start	n/a	right_hand	n/a
246.585	n/a	movement_start	n/a	right_hand	n/a
256.664	n/a	movement_start	n/a	right_hand	n/a
272.560	n/a	movement_start	n/a	right_hand	n/a
285.650	n/a	movement_start	n/a	right_hand	n/a
302.500	n/a	movement_start	n/a	right_hand	n/a
312.678	n/a	movement_start	n/a	right_hand	n/a
