onset	duration	trial_type	stim_file	response_type	response_time
49.543	n/a	movement_done	n/a	left_button	n/a
97.026	n/a	movement_done	n/a	left_button	n/a
107.875	n/a	movement_done	n/a	left_button	n/a
119.580	n/a	movement_done	n/a	left_button	n/a
127.844	n/a	movement_done	n/a	left_button	n/a
135.751	n/a	movement_done	n/a	left_button	n/a
141.077	n/a	movement_done	n/a	left_button	n/a
145.168	n/a	movement_done	n/a	right_button	n/a
153.590	n/a	movement_done	n/a	left_button	n/a
160.928	n/a	movement_done	n/a	left_button	n/a
169.017	n/a	movement_done	n/a	right_button	n/a
224.003	n/a	movement_done	n/a	right_button	n/a
237.848	n/a	movement_done	n/a	left_button	n/a
244.101	n/a	movement_done	n/a	left_button	n/a
248.996	n/a	movement_done	n/a	left_button	n/a
254.784	n/a	movement_done	n/a	right_button	n/a
273.904	n/a	movement_done	n/a	right_button	n/a
