onset	duration	trial_type	stim_file	response_type	response_time
28.492	n/a	movement_start	n/a	right_button	n/a
38.972	n/a	movement_start	n/a	right_button	n/a
45.946	n/a	movement_start	n/a	right_button	n/a
56.378	n/a	movement_start	n/a	left_button	n/a
67.314	n/a	movement_start	n/a	right_button	n/a
74.786	n/a	movement_start	n/a	right_button	n/a
80.202	n/a	movement_start	n/a	left_button	n/a
89.384	n/a	movement_start	n/a	left_button	n/a
103.882	n/a	movement_start	n/a	right_button	n/a
113.914	n/a	movement_start	n/a	left_button	n/a
126.508	n/a	movement_start	n/a	right_button	n/a
134.184	n/a	movement_start	n/a	right_button	n/a
140.706	n/a	movement_start	n/a	right_button	n/a
147.780	n/a	movement_start	n/a	left_button	n/a
155.656	n/a	movement_start	n/a	left_button	n/a
164.586	n/a	movement_start	n/a	right_button	n/a
175.974	n/a	movement_start	n/a	left_button	n/a
183.198	n/a	movement_start	n/a	right_button	n/a
189.366	n/a	movement_start	n/a	left_button	n/a
197.896	n/a	movement_start	n/a	left_button	n/a
205.872	n/a	movement_start	n/a	right_button	n/a
212.798	n/a	movement_start	n/a	left_button	n/a
221.926	n/a	movement_start	n/a	right_button	n/a
230.606	n/a	movement_start	n/a	left_button	n/a
238.182	n/a	movement_start	n/a	left_button	n/a
245.656	n/a	movement_start	n/a	right_button	n/a
254.434	n/a	movement_start	n/a	left_button	n/a
261.962	n/a	movement_start	n/a	left_button	n/a
270.338	n/a	movement_start	n/a	right_button	n/a
277.362	n/a	movement_start	n/a	right_button	n/a
285.838	n/a	movement_start	n/a	left_button	n/a
299.236	n/a	movement_start	n/a	right_button	n/a
309.816	n/a	movement_start	n/a	left_button	n/a
321.708	n/a	movement_start	n/a	left_button	n/a
331.490	n/a	movement_start	n/a	right_button	n/a
341.426	n/a	movement_start	n/a	left_button	n/a
351.762	n/a	movement_start	n/a	left_button	n/a
361.394	n/a	movement_start	n/a	right_button	n/a
369.972	n/a	movement_start	n/a	left_button	n/a
381.358	n/a	movement_start	n/a	left_button	n/a
390.892	n/a	movement_start	n/a	right_button	n/a
401.376	n/a	movement_start	n/a	left_button	n/a
411.662	n/a	movement_start	n/a	left_button	n/a
421.746	n/a	movement_start	n/a	right_button	n/a
432.682	n/a	movement_start	n/a	left_button	n/a
455.258	n/a	movement_start	n/a	right_button	n/a
468.150	n/a	movement_start	n/a	right_button	n/a
475.272	n/a	movement_start	n/a	right_button	n/a
484.756	n/a	movement_start	n/a	left_button	n/a
496.896	n/a	movement_start	n/a	left_button	n/a
505.676	n/a	movement_start	n/a	right_button	n/a
519.024	n/a	movement_start	n/a	left_button	n/a
529.510	n/a	movement_start	n/a	right_button	n/a
544.164	n/a	movement_start	n/a	right_button	n/a
564.438	n/a	movement_start	n/a	right_button	n/a
571.360	n/a	movement_start	n/a	left_button	n/a
588.320	n/a	movement_start	n/a	left_button	n/a
595.596	n/a	movement_start	n/a	right_button	n/a
603.776	n/a	movement_start	n/a	left_button	n/a
609.396	n/a	movement_start	n/a	right_button	n/a
616.018	n/a	movement_start	n/a	left_button	n/a
624.752	n/a	movement_start	n/a	left_button	n/a
634.436	n/a	movement_start	n/a	right_button	n/a
661.930	n/a	movement_start	n/a	left_button	n/a
668.050	n/a	movement_start	n/a	right_button	n/a
678.990	n/a	movement_start	n/a	right_button	n/a
688.772	n/a	movement_start	n/a	left_button	n/a
701.018	n/a	movement_start	n/a	left_button	n/a
710.954	n/a	movement_start	n/a	left_button	n/a
721.440	n/a	movement_start	n/a	left_button	n/a
735.290	n/a	movement_start	n/a	right_button	n/a
747.534	n/a	movement_start	n/a	left_button	n/a
758.624	n/a	movement_start	n/a	right_button	n/a
767.656	n/a	movement_start	n/a	right_button	n/a
789.986	n/a	movement_start	n/a	left_button	n/a
801.174	n/a	movement_start	n/a	left_button	n/a
815.428	n/a	movement_start	n/a	right_button	n/a
838.056	n/a	movement_start	n/a	left_button	n/a
850.048	n/a	movement_start	n/a	right_button	n/a
882.664	n/a	movement_start	n/a	right_button	n/a
893.150	n/a	movement_start	n/a	left_button	n/a
901.882	n/a	movement_start	n/a	right_button	n/a
931.288	n/a	movement_start	n/a	right_button	n/a
947.748	n/a	movement_start	n/a	left_button	n/a
963.050	n/a	movement_start	n/a	right_button	n/a
987.840	n/a	movement_start	n/a	left_button	n/a
1001.536	n/a	movement_start	n/a	right_button	n/a
1030.442	n/a	movement_start	n/a	left_button	n/a
1044.244	n/a	movement_start	n/a	right_button	n/a
1065.920	n/a	movement_start	n/a	left_button	n/a
1083.834	n/a	movement_start	n/a	right_button	n/a
1096.580	n/a	movement_start	n/a	right_button	n/a
1108.076	n/a	movement_start	n/a	left_button	n/a
1120.518	n/a	movement_start	n/a	right_button	n/a
1128.498	n/a	movement_start	n/a	right_button	n/a
