filename	acq_time
ieeg/sub-monkeyc_ses-day293_task-rest_run-01_ieeg.edf	2023-10-11T12:20:30
ieeg/sub-monkeyc_ses-day293_task-reaching_run-01_ieeg.edf	2023-10-11T12:27:07
ieeg/sub-monkeyc_ses-day293_task-reaching_run-02_ieeg.edf	2023-10-11T12:40:39
ieeg/sub-monkeyc_ses-day293_task-reaching_run-03_ieeg.edf	2023-10-11T12:55:10
ieeg/sub-monkeyc_ses-day293_task-listening_run-01_ieeg.edf	2023-10-11T13:09:03
ieeg/sub-monkeyc_ses-day293_task-listening_run-02_ieeg.edf	2023-10-11T13:17:13
ieeg/sub-monkeyc_ses-day293_task-listening_run-03_ieeg.edf	2023-10-11T13:26:59
ieeg/sub-monkeyc_ses-day293_task-listening_run-04_ieeg.edf	2023-10-11T13:37:08
ieeg/sub-monkeyc_ses-day293_task-listening_run-05_ieeg.edf	2023-10-11T13:45:30
ieeg/sub-monkeyc_ses-day293_task-listening_run-06_ieeg.edf	2023-10-11T13:54:27
