onset	duration	trial_type	stim_file	response_type	response_time
61.528	n/a	movement_start	n/a	right_hand	n/a
76.866	n/a	movement_start	n/a	right_hand	n/a
90.812	n/a	movement_start	n/a	right_hand	n/a
105.152	n/a	movement_start	n/a	right_hand	n/a
130.086	n/a	movement_start	n/a	right_hand	n/a
145.276	n/a	movement_start	n/a	right_hand	n/a
162.168	n/a	movement_start	n/a	right_hand	n/a
174.206	n/a	movement_start	n/a	right_hand	n/a
208.238	n/a	movement_start	n/a	right_hand	n/a
223.576	n/a	movement_start	n/a	right_hand	n/a
245.610	n/a	movement_start	n/a	right_hand	n/a
253.258	n/a	movement_start	n/a	right_hand	n/a
268.646	n/a	movement_start	n/a	right_hand	n/a
278.142	n/a	movement_start	n/a	right_hand	n/a
306.570	n/a	movement_start	n/a	right_hand	n/a
319.416	n/a	movement_start	n/a	right_hand	n/a
333.460	n/a	movement_start	n/a	right_hand	n/a
364.296	n/a	movement_start	n/a	right_hand	n/a
368.246	n/a	movement_start	n/a	right_hand	n/a
384.886	n/a	movement_start	n/a	right_hand	n/a
399.824	n/a	movement_start	n/a	right_hand	n/a
408.372	n/a	movement_start	n/a	right_hand	n/a
